District,Project Name,Promoter Name,Certificate No.
Thiruvananthapuram,SHANOOR TECH MERIDIAN,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/TVM/057/2021
Thiruvananthapuram,SFS ORCHARD,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/TVM/056/2021
Thiruvananthapuram,PRITHVI,Prime Property Developers,K-RERA/PRJ/TVM/055/2021
Thiruvananthapuram,THE ELITE,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/113/2021
Thiruvananthapuram,DEODATE SKYPARK,DEODATE ENVIRONMENTAL HOMES PVT LTD,K-RERA/PRJ/TVM/049/2021
Thiruvananthapuram,POWERLINK SHYAMAMOHANAM,Powerlink Builders Pvt Ltd,K-RERA/PRJ/154/2021
Thiruvananthapuram,VFIVE PEARL,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/072/2020
Thiruvananthapuram,HEATHER GREENAGE,Heather Infrastructure Private Limited,K-RERA/PRJ/051/2021
Thiruvananthapuram,POWERLINK HILARY,Powerlink Builders Pvt Ltd,K-RERA/PRJ/123/2020
Thiruvananthapuram,Adonai Majesty,Adonai Shelters Pvt Ltd,K-RERA/PRJ/311/2020
Thiruvananthapuram,DD JAL DARSHAN,Desai Rachana Private Limited,K-RERA/PRJ/TVM/048/2021
Thiruvananthapuram,ANTA - TROPICALIA,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/047/2021
Thiruvananthapuram,Sowparnika River View Gardens Phase 2,Sowparnika Projects,K-RERA/PRJ/146/2021
Thiruvananthapuram,Sowparnika River View Gardens Phase 2,Sowparnika Projects,K-RERA/PRJ/146/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 4,Sowparnika Projects,K-RERA/PRJ/185/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 4,Sowparnika Projects,K-RERA/PRJ/185/2021
Thiruvananthapuram,CONFIDENT HORIZON,Confident Projects Residential,K-RERA/PRJ/TVM/046/2021
Thiruvananthapuram,WINDS OF CHANGE,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/182/2021
Thiruvananthapuram,THE 44 CLUB,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/183/2021
Thiruvananthapuram,Urbanscape Dynasty,Urbanscape Properties LLP,K-RERA/PRJ/110/2021
Thiruvananthapuram,PARADISE,PNR HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/040/2021
Thiruvananthapuram,Kalyan Centrum,Kalyan Developers,K-RERA/PRJ/049/2021
Thiruvananthapuram,Urbanscape Glory,Urbanscape Properties LLP,K-RERA/PRJ/063/2020
Thiruvananthapuram,PRS PARAM RATNA,PRS BUILD INDIA PRIVATE LIMITED,K-RERA/PRJ/286/2020
Thiruvananthapuram,VFIVE MIDCITY,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/043/2021
Thiruvananthapuram,ARTECH LIFESPACES,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/004/2020
Thiruvananthapuram,RED ORCHID,Malabar Developers Private Limited,K-RERA/PRJ/164/2020
Thiruvananthapuram,SILVER SPRING,PNR HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/033/2021
Thiruvananthapuram,MYS JEWEL,MYS CONSTRUCTIONS,K-RERA/PRJ/158/2021
Thiruvananthapuram,SPACE RUBY MANSION,SOBHA PARVATHY AJITH CONSULTANT ENGINEERS AND BUILDERS Pvt Ltd,K-RERA/PRJ/073/2021
Thiruvananthapuram,SPACE RUBY MANSION,SOBHA PARVATHY AJITH CONSULTANT ENGINEERS AND BUILDERS Pvt Ltd,K-RERA/PRJ/073/2021
Thiruvananthapuram,ARYA,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/054/2020
Thiruvananthapuram,VFIVE DEEPAM,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/346/2020
Thiruvananthapuram,ANTA - ICON,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/032/2021
Thiruvananthapuram,Nikunjam Tharangini,Nikunjam Constructions Private Limited,K-RERA/PRJ/003/2020
Thiruvananthapuram,VFIVE AMRUTHA,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/345/2020
Thiruvananthapuram,MANSIONS SKYLUXE,MANSIONS,K-RERA/PRJ/084/2020
Thiruvananthapuram,REGALIA APARTMENT,KSATHEESAN REALTORS PRIVATE LIMITED,K-RERA/PRJ/296/2020
Thiruvananthapuram,ARTECH RAINFOREST,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/270/2020
Thiruvananthapuram,THE VINTAGE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/021/2020
Thiruvananthapuram,Kalyan Gateway,Kalyan Developers,K-RERA/PRJ/055/2020
Thiruvananthapuram,CORDON TRINITY,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/005/2021
Thiruvananthapuram,SOWPARNIKA BHAVANI,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/103/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 5,Sowparnika Projects,K-RERA/PRJ/147/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 5,Sowparnika Projects,K-RERA/PRJ/147/2021
Thiruvananthapuram,VFIVE ELYSIUM PHASE 1,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/290/2020
Thiruvananthapuram,POWERLINK GRAND HILLS,Powerlink Builders Pvt Ltd,K-RERA/PRJ/330/2020
Thiruvananthapuram,SOWPARNIKA SEYCHELLES,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/036/2021
Thiruvananthapuram,SOWPARNIKA SEYCHELLES,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/036/2021
Thiruvananthapuram,SOWPARNIKA GRAND SQUARE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/361/2020
Thiruvananthapuram,SOWPARNIKA GRAND SQUARE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/361/2020
Thiruvananthapuram,CORDIAL MAGNOLIA,CORDIAL DEVELOPERS PVT LTD,K-RERA/PRJ/096/2021
Thiruvananthapuram,GREEN VIEWS,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/116/2020
Thiruvananthapuram,JOS ALUKKAS GOLDEN ARK,ALUKKAS REALTORS INDIA PVT LITD,K-RERA/PRJ/065/2021
Thiruvananthapuram,THE PETALS VILLAMENT BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/119/2021
Thiruvananthapuram,CONFIDENT GOLD COAST B,Confident Projects India Pvt Ltd,K-RERA/PRJ/307/2020
Thiruvananthapuram,CORDON IMPERIAL GARDENS,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/006/2020
Thiruvananthapuram,CORDON VISTA,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/052/2020
Thiruvananthapuram,Kalyan Sapphire,Kalyan Developers,K-RERA/PRJ/250/2020
Thiruvananthapuram,Kalyan Divinity,Kalyan Developers,K-RERA/PRJ/205/2020
Thiruvananthapuram,KOYIKKAL ICONIC,KOYIKKAL CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/136/2021
Thiruvananthapuram,ANTA - CAPITAL GREEN,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/248/2020
Thiruvananthapuram,SUN CORNER STONE,SUN PROJECTS INDIA PRIVATE LIMITED,K-RERA/PRJ/297/2020
Thrissur,NAVERA ANTALYA,Navera Builders Private Limited,K-RERA/PRJ/TSR/027/2025
Thrissur,Bilba Elegancia,Binu Narayanan,K-RERA/PRJ/TSR/024/2025
Thrissur,HILIFE LUXUS APARTMENTS,HiLife Builders Pvt Ltd,K-RERA/PRJ/TSR/023/2025
Thrissur,NANDANAM GREENWOODS PHASE 2,SALIM ASSOCIATES BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TSR/020/2025
Thrissur,SANKAR ENCLAVE,BEENA VALSAN,K-RERA/PRJ/TSR/010/2025
Thrissur,AUREX CASCADE CITY,AUREX BUILDERS PVT LTD,K-RERA/PRJ/TSR/263/2024
Thrissur,SILVER HILLS,PREMLAL CHANDRAN,K-RERA/PRJ/TSR/261/2024
Thrissur,Ambadi Apartments,SREEPATHI ASSOCIATES BUILDERS & PROMOTERS,K-RERA/PRJ/TSR/260/2024
Thrissur,MAJESTIC VILLAGE,JAZCO DEVELOPERS,K-RERA/PRJ/TSR/259/2024
Thrissur,OMG PRIME GARDEN,OMG PROPERTIES,K-RERA/PRJ/TSR/248/2024
Thrissur,ROSE GARDEN PHASE I,ANIL KUMAR O M,K-RERA/PRJ/TSR/231/2024
Thrissur,VND CENTRAL AVENUE,V N DEVELOPERS,K-RERA/PRJ/TSR/228/2024
Thrissur,MERLIN AMALA HEIGHTS,ITTIACHEN VL,K-RERA/PRJ/TSR/209/2024
Thrissur,PB JAHNVI,PB HOMES PVT LTD,K-RERA/PRJ/TSR/198/2024
Thrissur,VISHRAAM CITYLITE,VISHRAAM BUILDERS,K-RERA/PRJ/TSR/195/2024
Thrissur,VICTORIA REALTORS ANCHANAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/185/2024
Thrissur,ASSET PAVITHRAM,ASSET SABARI PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/TSR/177/2024
Thrissur,ADORA ACCENT,ADORA HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/166/2024
Thrissur,VIKAS LNN,VIDHYA R,K-RERA/PRJ/TSR/156/2024
Thrissur,ELITE HOMES AND REALTY,ELITE HOMES&REALTY,K-RERA/PRJ/TSR/155/2024
Thrissur,KARIPPERIPARAMBIL GARDENS,SURESH K,K-RERA/PRJ/TSR/152/2024
Thrissur,Park Avenue Premium Appartments,Babu Majeed P M,K-RERA/PRJ/TSR/151/2024
Thrissur,Oasis Villas,R A SALIM,K-RERA/PRJ/TSR/136/2024
Thrissur,SUKRITHAM REGENCY,SAPTHAVARNA BUILDERS PVT LTD,K-RERA/PRJ/TSR/135/2024
Thrissur,CONFIDENT BLISS,Confident Projects Residential,K-RERA/PRJ/TSR/134/2024
Thrissur,ELIXIR ANFIELD,Elixir Villas & Apartments Pvt Ltd,K-RERA/PRJ/TSR/133/2024
Thrissur,VICTORIA REALTORS PRIYAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/129/2024
Thrissur,UTSAVAM APPARTMENT,DREAMSWORLD LIVING SPACE PRIVATE LIMITED,K-RERA/PRJ/TSR/128/2024
Thrissur,VILAMONT APARTMENTS,Ravissan Homes Pvt Ltd,K-RERA/PRJ/TSR/125/2024
Thrissur,WESTFORT INEOS,WESTFORT REALTORS PRIVATE LIMITED,K-RERA/PRJ/TSR/124/2024
