XID,Phase,Project Name,Project Status,Video Count,Review Count,Image Count
409515,MB  Phase 1,Sameera Iris,,,,
409549,MB  Phase 1,Protech Pride,,,,
409651,MB  Phase 1,ORO Constella,,,,
409753,MB  Phase 1,Godrej Tropical Isle,,,,
409859,MB  Phase 1,Nest Art,,,,
409873,MB  Phase 1,Radiance Regalia,,,,
410064,MB  Phase 1,Vivaan Aura,,,,
410244,MB  Phase 1,Sapthagiri Sandalwoods,,,,
410304,MB  Phase 1,Super Shaligram,,,,
410443,MB  Phase 1,Kavisha AER,,,,
410449,MB  Phase 1,Prestige Park Grove,,,,
410494,MB  Phase 1,Esteem South Park,,,,
410501,MB  Phase 1,GP Homes Valencia Ruby,,,,
410569,MB  Phase 1,Gracewood Elegance,,,,
410631,MB  Phase 1,M3M The Cullinan,,,,
410658,MB  Phase 1,Sacred Shivansh,,,,
410741,MB  Phase 1,Sattva Lake Ridge,,,,
411449,MB  Phase 1,ATCO LA VIVANT,,,,
411514,MB  Phase 1,Bachraj Legend Wing ABC,,,,
411643,MB  Phase 1,Vivaan Solitaire,,,,
411745,MB  Phase 1,Anuhar Gautami Heights,,,,
411844,MB  Phase 1,Unique Luxuria,,,,
411905,MB  Phase 1,Polaris Calice,,,,
411947,MB  Phase 1,Kamaxi Avenue,,,,
412358,MB  Phase 1,Kohinoor Famville,,,,
412360,MB  Phase 1,ANP Autograph,,,,
412508,MB  Phase 1,Swati Premier,,,,
412517,MB  Phase 1,Vivaan Orbit,,,,
412546,MB  Phase 1,DLF Privana South,,,,
412548,MB  Phase 1,Ruby Horizon,,,,
413358,MB  Phase 1,Urbanrise The World of Joy Miyapur,,,,
413380,MB  Phase 1,Birla Trimaya,,,,
413381,MB  Phase 1,DNR Parklink Phase 1,,,,
413382,MB  Phase 1,Shriram Solitaire,,,,
413590,MB  Phase 1,Godrej Emerald Waters,,,,
413980,MB  Phase 1,Sri Balaji Serene,,,,
413990,MB  Phase 1,Rohan Ekam,,,,
414339,MB  Phase 1,Experion Elements,,,,
414367,MB  Phase 1,Adarsh Welkin Park,,,,
414403,MB  Phase 1,Kshipra Aarohi Avinya,,,,
414839,MB  Phase 1,Patteeswarar Paradise Maghizham,,,,
415113,MB  Phase 1,Shapoorji Pallonji Golfland,,,,
415216,MB  Phase 1,Sampada Central Residency,,,,
415396,MB  Phase 1,Raheja Exotica Cyprus,,,,
415650,MB  Phase 1,Eldeco La Vida Bella,,,,
415717,MB  Phase 1,Bhoo Aabharana,,,,
415825,MB  Phase 1,Purti The Varanda,,,,
415896,MB  Phase 1,Emerald Gardenia,,,,
415958,MB  Phase 1,JRC Sanzio,,,,
416159,MB  Phase 1,Lodha Mirabelle,,,,
416283,MB  Phase 1,Bharat altavista,,,,
416461,MB  Phase 1,Shubh Tristar,,,,
416670,MB  Phase 1,Casagrand Flamingo,,,,
416684,MB  Phase 1,Anugraha SR Serenity,,,,
417011,MB  Phase 1,Neelkanth Palm President,,,,
417023,MB  Phase 1,Rohan Harita,,,,
417100,MB  Phase 1,Lodha Riservo,,,,
417556,MB  Phase 1,Ashima The Sovereign,,,,
417559,MB  Phase 1,EMBRACE,,,,
417864,MB  Phase 1,Vihang Luxuria,,,,
417888,MB  Phase 1,Posh Ville By Saamarth,,,,
418319,MB  Phase 1,Brigade Sanctuary,,,,
418615,MB  Phase 1,Ashwin Sheth Edmont Aurelia,,,,
418623,MB  Phase 1,Kanakia Beverly Heights,,,,
418697,MB  Phase 1,Provident Deansgate,,,,
418840,MB  Phase 1,SKYi 5 Race Course,,,,
418866,MB  Phase 1,Crest Oaks,,,,
418966,MB  Phase 1,NSL East Luxoria,,,,
419028,MB  Phase 1,GoldenKey Meraki,,,(2 Total Reviews),
419031,MB  Phase 1,Kavisha The Portrait,,,(2 Total Reviews),
419421,MB  Phase 1,Purva Soukhyam,,,(2 Total Reviews),
419500,MB  Phase 1,Goyal Orchid Salisbury,,,(2 Total Reviews),
419821,MB  Phase 1,Balatripura Aadhya Arambh Residential,,,(2 Total Reviews),
419935,MB  Phase 1,ID Vista Residences,,,,
419984,MB  Phase 1,Supreme Towers,,,,
420047,MB  Phase 1,Devaloke Sonar City,,,,
420281,MB  Phase 1,Bella Casa,,,,
420301,MB  Phase 1,TARC Kailasa,,,,
420326,MB  Phase 1,Rajapushpa Casa Luxura,,,,
420338,MB  Phase 1,Doon Capital Royal Casa,,,,
420343,MB  Phase 1,Concorde Antares,,,,
420469,MB  Phase 1,Sri Nandana Galaxy,,,,
420665,MB  Phase 1,Grand Lapalazzo,,,,
420851,MB  Phase 1,Suraj Lumina,,,,
421123,MB  Phase 1,Garudadri Gardens,,,,
421126,MB  Phase 1,Ruby Arcadia,,,,
421330,MB  Phase 1,Constera Anamika High Point,,,,
421404,MB  Phase 1,SG Vista,,,,
421530,MB  Phase 1,DS Max Sista Grand,,,,
421768,MB  Phase 1,Goyal Orchid Life,,,,
421806,MB  Phase 1,Mantra Magnus,,,,
421898,MB  Phase 1,Falcon by BHP Housing,,,,
422115,MB  Phase 1,Vaibhavis Vihaan Shikhara,,,,
422149,MB  Phase 1,SNN Estates Felicity,,,,
422150,MB  Phase 1,Godrej Woodscapes,,,,
422453,MB  Phase 1,Assetz 66 and Shibui,,,,
422558,MB  Phase 1,Godrej Reserve,,,,
422868,MB  Phase 1,DS MAX Sky Samurai,,,,
422910,MB  Phase 1,Casagrand Medora,,,,
422935,MB  Phase 1,SSVR Niyaara,,,,
422985,MB  Phase 1,Serenity Shivam,,,,
422989,MB  Phase 1,Assetz Inspira Melodies of Life,,,,
423085,MB  Phase 1,Raheja Solaris III,,,,
423182,MB  Phase 1,Pristine O2 World Part 1,,,,
423193,MB  Phase 1,Crystal Antara,,,,
423236,MB  Phase 1,Prestige Somerville,,,,
423306,MB  Phase 1,Kochar Gagan,,,,
423376,MB  Phase 1,Casagrand Mercury,,,,
423585,MB  Phase 1,Casagrand Suncity,,,,
423851,MB  Phase 1,EAST PARK RESIDENCES,,,,
423882,MB  Phase 1,Malabar Retreat,,,,
424010,MB  Phase 1,Elite X,,,,
424098,MB  Phase 1,ENGRACE VISTA,,,,
424173,MB  Phase 1,Assetz Sora And Saki Phase 1,,,,
424323,MB  Phase 1,Codename Triumph Tower 1,,,,
424417,MB  Phase 1,Vajram Newtown II,,,,
424433,MB  Phase 1,Provident Botanico,,,,
424563,MB  Phase 1,The Right Life,,,,
424721,MB  Phase 1,Navyam,,,,
425033,MB  Phase 1,Ace Terra,,,,
425268,MB  Phase 1,Godrej Jardinia,,,,
425392,MB  Phase 1,Amora,,,,
425506,MB  Phase 1,Casagrand Amor,,,,
425507,MB  Phase 1,DS MAX Sky Blossom,,,,
425871,MB  Phase 1,The Baya Sunrise,,,,
425958,MB  Phase 1,Krisala 41 Luxovert,,,,
425959,MB  Phase 1,Astrana,,,,
426003,MB  Phase 1,Kesineni Northscape,,,,
426079,MB  Phase 1,N/A,,,,
426127,MB  Phase 1,SOBHA Elysia,,,,
426150,MB  Phase 1,Vaswani Starlight,,,,
426159,MB  Phase 1,Nimbus The Palm Village,,,,
426335,MB  Phase 1,Sai Platinum,,,,
426518,MB  Phase 1,DSR The Courtyard,,,,
426539,MB  Phase 1,THE REGAL,,,,
426628,MB  Phase 1,Assetz Promise of Spring,,,,
426710,MB  Phase 1,Isha Hilife,,,,
426777,MB  Phase 1,Trifecta Vanto Phase 1,,,,
426778,MB  Phase 1,Tricity Aura,,,,
426786,MB  Phase 1,Casagrand Casablanca,,,,
426815,MB  Phase 1,Pavitra Luxury Residencies,,,,
426888,MB  Phase 1,Sai Silicon Heights,,,,
426925,MB  Phase 1,RRL Palacio,,,,
426926,MB  Phase 1,Casagrand Vivacity,,,,
426929,MB  Phase 1,Green Edge Signature,,,,
427026,MB  Phase 1,Axis Oaklyn,,,,
427038,MB  Phase 1,Casagrand Hola Chennai,,,,
427043,MB  Phase 1,Casagrand French Town,,,,
427272,MB  Phase 1,Sanjeevini Aarna,,,,
427295,MB  Phase 1,MP Kumudham Enclave,,,,
427386,MB  Phase 1,Saamarth Twinland,,,,
427388,MB  Phase 1,Jashn Elevate,,,(5 Total Reviews),
427454,MB  Phase 1,SJRS Infracity,,,(5 Total Reviews),
427484,MB  Phase 1,Parth Kiona,,,(5 Total Reviews),
427769,MB  Phase 1,Sattva Green Groves,,,(5 Total Reviews),
427851,MB  Phase 1,Vaishno Serene,,,(5 Total Reviews),
427907,MB  Phase 1,Brigade Insignia,,,(5 Total Reviews),
427979,MB  Phase 1,Concorde Mayfair,,,(5 Total Reviews),
428040,MB  Phase 1,Myhna Orchid,,,(5 Total Reviews),
428221,MB  Phase 1,Kabra Embraze,,,(5 Total Reviews),
428235,MB  Phase 1,Kohinoor Central Park,,,(5 Total Reviews),
428365,MB  Phase 1,Gami Satyam Palacio,,,(5 Total Reviews),
428567,MB  Phase 1,Polaris Callisto,,,(5 Total Reviews),
428573,MB  Phase 1,Ekarth Sarvam,,,(5 Total Reviews),
428601,MB  Phase 1,Kochar Jewel,,,(5 Total Reviews),
428685,MB  Phase 1,MP Golden Heights,,,(5 Total Reviews),
428703,MB  Phase 1,Ruby Courtyard,,,(5 Total Reviews),
428716,MB  Phase 1,Shriram 122 West,,,(5 Total Reviews),
428719,MB  Phase 1,Century Regalia,,,(5 Total Reviews),
428931,MB  Phase 1,SARANYA SWAROVSKI,,,(5 Total Reviews),
429180,MB  Phase 1,Bhagwati Celestria,,,(5 Total Reviews),
429182,MB  Phase 1,The Olympia,,,(5 Total Reviews),
429184,MB  Phase 1,Nava Vajra,,,(5 Total Reviews),
429275,MB  Phase 1,Casagrand Estilo,,,(5 Total Reviews),
429358,MB  Phase 1,SPR Binny Sky,,,(5 Total Reviews),
429365,MB  Phase 1,Vindhya Primrose,,,,
429459,MB  Phase 1,Kolte Patil Springshire,,,,
429477,MB  Phase 1,Vishnu Priya,,,,
429486,MB  Phase 1,ORIGIN CLAREMONT,,,,
429659,MB  Phase 1,Purvanchal Royal Atlantis,,,,
429967,MB  Phase 1,Dosti West County Phase 7 Dosti Willow,,,,
429968,MB  Phase 1,TVS Emerald Isle of Trees,,,,
430075,MB  Phase 1,Prestige Raintree Park,,,,
430082,MB  Phase 1,Sowparnika Euphoria In The East,,,,
430204,MB  Phase 1,Casagrand Avenue Park,,,,
430209,MB  Phase 1,Casagrand Laurels,,,,
430213,MB  Phase 1,Sattva Springs,,,,
430219,MB  Phase 1,Eros Sampoornam 3,,,,
430231,MB  Phase 1,Godrej Nurture,,,,
430241,MB  Phase 1,Sumadhura Epitome,,,,
430246,MB  Phase 1,Avianna Invicta,,,,
430372,MB  Phase 1,Godrej River Crest,,,,
430588,MB  Phase 1,CRC Maesta,,,,
430664,MB  Phase 1,Pranami Bliss,,,,
430890,MB  Phase 1,Malhar Magnus Evoq,,,,
430897,MB  Phase 1,Satra Nexus,,,,
430928,MB  Phase 1,Zodiac Anjaneshwar,,,,
430976,MB  Phase 1,Rewild Doddaballapura,,,,
430987,MB  Phase 1,Canvas Phase I,,,,
430996,MB  Phase 1,Pride Euphora,,,,
431064,MB  Phase 1,Prestige Forest Hills,,,,
431532,MB  Phase 1,Kalpataru Advay,,,,
431965,MB  Phase 1,Gaur NYC Residences,,,,
432133,MB  Phase 1,Emerald Kingsvilla,,,,
432470,MB  Phase 1,Mahagun My Laagoon,,,,
432489,MB  Phase 1,Sri Sai Nandana Royal,,,,
432506,MB  Phase 1,Nambiar District 25,,,,
432510,MB  Phase 1,Birla Ojasvi,,,,
432522,MB  Phase 1,Sattva Songbird,,,,
432543,MB  Phase 1,Sattva Lumina,,,,
432547,MB  Phase 1,DSR The Address,,,,
432566,MB  Phase 1,DS Max Sky Sanman,,,,
433250,MB  Phase 1,Rohan Saroha,,,,
433575,MB  Phase 1,Amarprakash The Royal Castle,,,(1 Total Reviews),
433611,MB  Phase 1,Renox Thrive,,,(1 Total Reviews),
433630,MB  Phase 1,Arihant Avanti,,,(1 Total Reviews),
433641,MB  Phase 1,Wave Eden,,,(1 Total Reviews),
433734,MB  Phase 1,Sai Purvi Arvindam,,,(1 Total Reviews),
433742,MB  Phase 1,Godrej Lakeside Orchard,,,(1 Total Reviews),
433805,MB  Phase 1,DS MAX SKY SISIRA,,,(1 Total Reviews),
433855,MB  Phase 1,ACE HANEI,,,(1 Total Reviews),
433863,MB  Phase 1,Kamdhenu Crown,,,(1 Total Reviews),
434518,MB  Phase 1,Artemis Address,,,(1 Total Reviews),
434519,MB  Phase 1,The Legacey By Ananda Homes,,,(1 Total Reviews),
434528,MB  Phase 1,Rohaan Ashoka,,,(1 Total Reviews),
434535,MB  Phase 1,Concorde Neo,,,(1 Total Reviews),
434549,MB  Phase 1,Lorven Cascade Garden,,,(1 Total Reviews),
434568,MB  Phase 1,Brigade Citrine,,,(1 Total Reviews),
434570,MB  Phase 1,Sattva Bhumi,,,(1 Total Reviews),
434593,MB  Phase 1,Anandi View,,,(1 Total Reviews),
434608,MB  Phase 1,Eldeco Fairway Reserve,,,(1 Total Reviews),
434959,MB  Phase 1,Millennium Samriddhi,,,(1 Total Reviews),
435520,MB  Phase 1,Satyam Stella,,,(1 Total Reviews),
435636,MB  Phase 1,Shivakar Adarsh Lumina,,,(1 Total Reviews),
435892,MB  Phase 1,Vertex Florenza,,,(1 Total Reviews),
435926,MB  Phase 1,GODREJ BLUE,,,(1 Total Reviews),
436183,MB  Phase 1,Godrej Evergreen Square,,,(1 Total Reviews),
436841,MB  Phase 1,Navanaami Courtyard Of Life,,,(1 Total Reviews),
437068,MB  Phase 1,Dream Meadows,,,(1 Total Reviews),
437293,MB  Phase 1,Urbanest,,,(1 Total Reviews),
437900,MB  Phase 1,EV 23 MALIBU WEST,,,(1 Total Reviews),
437982,MB  Phase 1,Nova 10 Elegance Phase I,,,(1 Total Reviews),
