320141,Godrej Air Sector 85,3 BHK 1829 Sq. Ft. Apartment,1829 Sq. Ft.,Rs 1.50 Cr
320141,Godrej Air Sector 85,3 BHK 2129 Sq. Ft. Apartment,2129 Sq. Ft.,Rs 1.75 Cr
320141,Godrej Air Sector 85,4 BHK 2599 Sq. Ft. Apartment,2599 Sq. Ft.,Rs 2.27 Cr
379657,Signature Global City 92,2 BHK 1197 Sq. Ft. Ind Floor,959 Sq. Ft.,Rs 1.50 Cr
379657,Signature Global City 92,2 BHK 1190 Sq. Ft. Ind Floor,1010 Sq. Ft.,Rs 1.49 Cr
379657,Signature Global City 92,3 BHK 1385 Sq. Ft. Ind Floor,1091 Sq. Ft.,Rs 1.73 Cr
379657,Signature Global City 92,3 BHK 1432 Sq. Ft. Ind Floor,1190 Sq. Ft.,Rs 1.79 Cr
412546,DLF Privana South,4 BHK 3577 Sq. Ft. Apartment,3577 Sq. Ft.,Rs 7.30 Cr
412546,DLF Privana South,4 BHK 5472 Sq. Ft. Penthouse,5472 Sq. Ft.,Rs 11.16 Cr
297055,Godrej Nature Plus,2 BHK 1310 Sq. Ft. Apartment,1310 Sq. Ft.,Rs 1.57 Cr
297055,Godrej Nature Plus,2 BHK 1385 Sq. Ft. Apartment,1385 Sq. Ft.,Rs 1.66 Cr
297055,Godrej Nature Plus,2 BHK 1528 Sq. Ft. Apartment,1528 Sq. Ft.,Rs 1.83 Cr
297055,Godrej Nature Plus,2 BHK 1671 Sq. Ft. Apartment,1671 Sq. Ft.,Rs 2.01 Cr
297055,Godrej Nature Plus,3 BHK 1996 Sq. Ft. Apartment,1996 Sq. Ft.,Rs 2.40 Cr
378934,Signature Global City,2 BHK 1216 Sq. Ft. Ind Floor,990 Sq. Ft.,Rs 1.76 Cr
378934,Signature Global City,2 BHK 1060 Sq. Ft. Ind Floor,1060 Sq. Ft.,Rs 1.54 Cr
378934,Signature Global City,3 BHK 1555 Sq. Ft. Ind Floor,1250 Sq. Ft.,Rs 2.25 Cr
378934,Signature Global City,3 BHK 1809 Sq. Ft. Ind Floor,1440 Sq. Ft.,Rs 2.62 Cr
378934,Signature Global City,3 BHK 1470 Sq. Ft. Ind Floor,1470 Sq. Ft.,Rs 2.13 Cr
378934,Signature Global City,178 Sq. Ft. Retail Shop,178 Sq. Ft.,Rs 28.39 Lac
378934,Signature Global City,370 Sq. Ft. Retail Shop,370 Sq. Ft.,Rs 59.00 Lac
378934,Signature Global City,677 Sq. Ft. Retail Shop,677 Sq. Ft.,Rs 1.08 Cr
328903,L And T Seawoods Residences,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 2.47 Cr
328903,L And T Seawoods Residences,2 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 2.69 Cr
328903,L And T Seawoods Residences,3 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 3.14 Cr
328903,L And T Seawoods Residences,3 BHK 1150 Sq. Ft. Apartment,1150 Sq. Ft.,Rs 3.44 Cr
328903,L&T Seawoods Residences Phase 2,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 2.06 Cr
328903,L&T Seawoods Residences Phase 2,2 BHK 700 Sq. Ft. Apartment,700 Sq. Ft.,Rs 1.75 Cr
328903,L&T Seawoods Residences Phase 2,2 BHK 740 Sq. Ft. Apartment,740 Sq. Ft.,Rs 1.85 Cr
328903,L&T Seawoods Residences Phase 2,3 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 2.63 Cr
328903,L&T Seawoods Residences Phase 2,3 BHK 1048 Sq. Ft. Apartment,1048 Sq. Ft.,Rs 2.62 Cr
328903,L&T Seawoods Residences Phase 2,3 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 2.25 Cr
328903,L&T Seawoods Residences Phase 2,3 BHK 1165 Sq. Ft. Apartment,1165 Sq. Ft.,Rs 2.91 Cr
328903,L & T Seawoods Residences Phase 1 Part A,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 1.22 Cr
328903,L & T Seawoods Residences Phase 1 Part A,3 BHK 1150 Sq. Ft. Apartment,1150 Sq. Ft.,Rs 1.71 Cr
328903,L & T Seawoods Residences Phase 1 Part A,3 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 1.56 Cr
328903,L & T Seawoods Residences Phase 1 Part B,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 2.38 Cr
328903,L & T Seawoods Residences Phase 1 Part B,3 BHK 1150 Sq. Ft. Apartment,1150 Sq. Ft.,Rs 3.60 Cr
328903,L & T Seawoods Residences Phase 1 Part B,3 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 3.29 Cr
153,KLJ Greens,2 BHK 1279 Sq. Ft. Apartment,708 Sq. Ft.,Rs 38.37 Lac
153,KLJ Greens,3 BHK 1602 Sq. Ft. Apartment,902 Sq. Ft.,Rs 48.06 Lac
