Registration No,"Common Area And Facilities,Amenities",Proposed,Percentage of Completion
RAJ-P-2021-1523,Fire Fighting Provision,Not Available,0
RAJ-P-2021-1523,Others,Yes,0
RAJ-P-2021-1473,Water Supply,Not Available,0
RAJ-P-2021-1473,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2021-1473,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2021-1473,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2021-1473,Fire Fighting Provision,Not Available,0
RAJ-P-2021-1473,Others,Yes,0
RAJ-P-2021-1450,Water Supply,Not Available,0
RAJ-P-2021-1450,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2021-1450,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2021-1450,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2021-1450,Fire Fighting Provision,Not Applicable,0
RAJ-P-2021-1450,Others,Yes,0
RAJ-P-2020-1407,Water Supply,Yes,0
RAJ-P-2020-1407,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1407,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1407,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1407,Fire Fighting Provision,Yes,0
RAJ-P-2020-1407,Others,No,0
RAJ-P-2020-1402,Water Supply,Yes,0
RAJ-P-2020-1402,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1402,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1402,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1402,Fire Fighting Provision,Not Available,0
RAJ-P-2020-1402,Others,Yes,0
RAJ-P-2020-1390,Water Supply,No,0
RAJ-P-2020-1390,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1390,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1390,"Electrification(Transformer, Solar Energy etc)",No,0
RAJ-P-2020-1390,Fire Fighting Provision,Not Applicable,0
RAJ-P-2020-1390,Others,Yes,0
RAJ-P-2020-1364,Water Supply,Not Available,0
RAJ-P-2020-1364,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2020-1364,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2020-1364,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2020-1364,Fire Fighting Provision,Not Applicable,0
RAJ-P-2020-1364,Others,Yes,0
RAJ-P-2020-1339,Water Supply,Not Available,0
RAJ-P-2020-1339,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2020-1339,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2020-1339,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2020-1339,Fire Fighting Provision,Not Available,0
RAJ-P-2020-1339,Others,Yes,0
RAJ-P-2020-1266,Water Supply,Yes,0
RAJ-P-2020-1266,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1266,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1266,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1266,Fire Fighting Provision,Yes,0
RAJ-P-2020-1266,Others,No,0
RAJ-P-2020-1221,Water Supply,Yes,0
RAJ-P-2020-1221,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1221,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1221,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1221,Fire Fighting Provision,Yes,0
RAJ-P-2020-1221,Others,Yes,0
RAJ-P-2020-1220,Water Supply,Yes,0
RAJ-P-2020-1220,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1220,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1220,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1220,Fire Fighting Provision,Yes,0
RAJ-P-2020-1220,Others,No,0
RAJ-P-2020-1180,Water Supply,Yes,0
RAJ-P-2020-1180,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2020-1180,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2020-1180,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2020-1180,Fire Fighting Provision,Yes,0
RAJ-P-2020-1180,Others,No,0
RAJ-P-2019-915,Water Supply,Yes,0
RAJ-P-2019-915,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2019-915,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2019-915,"Electrification(Transformer, Solar Energy etc)",Yes,8
RAJ-P-2019-915,Fire Fighting Provision,Yes,35
RAJ-P-2019-915,Others,No,0
RAJ-P-2019-884,Water Supply,Yes,0
RAJ-P-2019-884,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2019-884,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2019-884,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2019-884,Fire Fighting Provision,Not Available,0
RAJ-P-2019-884,Others,Yes,0
RAJ-P-2019-1116,Water Supply,No,0
RAJ-P-2019-1116,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2019-1116,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2019-1116,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2019-1116,Fire Fighting Provision,Not Applicable,0
RAJ-P-2019-1116,Others,Yes,0
RAJ-P-2019-1116,Water Supply,No,0
RAJ-P-2019-1116,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2019-1116,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2019-1116,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2019-1116,Fire Fighting Provision,Not Applicable,0
RAJ-P-2019-1116,Others,Yes,0
RAJ-P-2019-1073,Water Supply,No,0
RAJ-P-2019-1073,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2019-1073,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2019-1073,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2019-1073,Fire Fighting Provision,No,0
RAJ-P-2019-1073,Others,Yes,0
RAJ-P-2018-869,Water Supply,Yes,0
RAJ-P-2018-869,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2018-869,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2018-869,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2018-869,Fire Fighting Provision,Yes,0
RAJ-P-2018-869,Others,Yes,0
RAJ-P-2018-779,Water Supply,Yes,85
RAJ-P-2018-779,Rain Water Harvesting/ Recharging,Yes,77
RAJ-P-2018-779,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,100
RAJ-P-2018-779,"Electrification(Transformer, Solar Energy etc)",Yes,72
RAJ-P-2018-779,Fire Fighting Provision,Yes,83
RAJ-P-2018-779,Others,No,0
RAJ-P-2018-728,Water Supply,Not Available,0
RAJ-P-2018-728,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2018-728,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2018-728,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2018-728,Fire Fighting Provision,Not Available,0
RAJ-P-2018-728,Others,No,0
RAJ-P-2018-676,Water Supply,No,0
RAJ-P-2018-676,Rain Water Harvesting/ Recharging,Not Applicable,0
RAJ-P-2018-676,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Applicable,0
RAJ-P-2018-676,"Electrification(Transformer, Solar Energy etc)",Not Applicable,0
RAJ-P-2018-676,Fire Fighting Provision,Not Applicable,0
RAJ-P-2018-676,Others,Not Applicable,0
RAJ-P-2017-532,Water Supply,Not Available,0
RAJ-P-2017-532,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2017-532,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2017-532,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2017-532,Fire Fighting Provision,Not Available,0
RAJ-P-2017-532,Others,Not Available,0
RAJ-P-2017-448,Water Supply,Yes,0
RAJ-P-2017-448,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-448,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-448,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-448,Fire Fighting Provision,Yes,0
RAJ-P-2017-448,Others,No,0
RAJ-P-2017-412,Water Supply,Yes,0
RAJ-P-2017-412,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-412,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-412,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-412,Fire Fighting Provision,Yes,0
RAJ-P-2017-412,Others,No,0
RAJ-P-2017-399,Water Supply,Yes,0
RAJ-P-2017-399,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-399,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-399,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-399,Fire Fighting Provision,Yes,0
RAJ-P-2017-399,Others,No,0
RAJ-P-2017-345,Water Supply,Not Available,0
RAJ-P-2017-345,Rain Water Harvesting/ Recharging,Not Available,0
RAJ-P-2017-345,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Not Available,0
RAJ-P-2017-345,"Electrification(Transformer, Solar Energy etc)",Not Available,0
RAJ-P-2017-345,Fire Fighting Provision,Not Available,0
RAJ-P-2017-345,Others,No,0
Raj-P-2017-341,Water Supply,Not Available,0
Raj-P-2017-341,Rain Water Harvesting/ Recharging,Yes,0
Raj-P-2017-341,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
Raj-P-2017-341,"Electrification(Transformer, Solar Energy etc)",Yes,0
Raj-P-2017-341,Fire Fighting Provision,Yes,0
Raj-P-2017-341,Others,No,0
RAJ-P-2017-329,Water Supply,Yes,0
RAJ-P-2017-329,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-329,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-329,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-329,Fire Fighting Provision,Yes,0
RAJ-P-2017-329,Others,No,0
RAJ-P-2017-298,Water Supply,Yes,0
RAJ-P-2017-298,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-298,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-298,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-298,Fire Fighting Provision,Yes,0
RAJ-P-2017-298,Others,Not Available,0
RAJ-P-2017-244,Water Supply,Yes,0
RAJ-P-2017-244,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-244,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-244,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-244,Fire Fighting Provision,Yes,0
RAJ-P-2017-244,Others,No,0
RAJ-P-2017-213,Water Supply,Yes,0
RAJ-P-2017-213,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-213,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-213,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-213,Fire Fighting Provision,Yes,0
RAJ-P-2017-213,Others,Yes,0
RAJ-P-2017-213,Others,Yes,0
RAJ-P-2017-209,Water Supply,Yes,0
RAJ-P-2017-209,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-209,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-209,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-209,Fire Fighting Provision,Yes,0
RAJ-P-2017-209,Others,No,0
RAJ-P-2017-202,Water Supply,Yes,0
RAJ-P-2017-202,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-202,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-202,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-202,Fire Fighting Provision,Yes,0
RAJ-P-2017-202,Others,No,0
RAJ-P-2017-169,Water Supply,Yes,0
RAJ-P-2017-169,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-169,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,15
RAJ-P-2017-169,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-169,Fire Fighting Provision,Yes,0
RAJ-P-2017-169,Others,Yes,0
RAJ-P-2017-164,Water Supply,Yes,40
RAJ-P-2017-164,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-164,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-164,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-164,Fire Fighting Provision,Yes,0
RAJ-P-2017-164,Others,Yes,0
RAJ-P-2017-163,Water Supply,Yes,0
RAJ-P-2017-163,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-163,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-163,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-163,Fire Fighting Provision,No,0
RAJ-P-2017-163,Others,Yes,0
RAJ-P-2017-163,Water Supply,Yes,0
RAJ-P-2017-163,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-163,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-163,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-163,Fire Fighting Provision,No,0
RAJ-P-2017-163,Others,Yes,0
RAJ-P-2017-162,Water Supply,Yes,0
RAJ-P-2017-162,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-162,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-162,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-162,Fire Fighting Provision,Yes,0
RAJ-P-2017-162,Others,Yes,0
RAJ-P-2017-158,Water Supply,Yes,50
RAJ-P-2017-158,Rain Water Harvesting/ Recharging,Yes,40
RAJ-P-2017-158,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,70
RAJ-P-2017-158,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-158,Fire Fighting Provision,Yes,40
RAJ-P-2017-158,Others,Yes,0
RAJ-P-2017-157,Water Supply,Yes,65
RAJ-P-2017-157,Rain Water Harvesting/ Recharging,Yes,55
RAJ-P-2017-157,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,60
RAJ-P-2017-157,"Electrification(Transformer, Solar Energy etc)",Yes,50
RAJ-P-2017-157,Fire Fighting Provision,Yes,70
RAJ-P-2017-157,Others,No,0
RAJ-P-2017-150,Water Supply,Yes,0
RAJ-P-2017-150,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-150,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-150,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-150,Fire Fighting Provision,Yes,0
RAJ-P-2017-150,Others,No,0
RAJ-P-2017-100,Water Supply,Yes,0
RAJ-P-2017-100,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-100,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-100,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-100,Fire Fighting Provision,Yes,0
RAJ-P-2017-100,Others,No,0
RAJ-P-2017-087,Water Supply,No,0
RAJ-P-2017-087,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-087,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",No,0
RAJ-P-2017-087,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-087,Fire Fighting Provision,Yes,0
RAJ-P-2017-087,Others,No,0
RAJ-P-2017-085,Water Supply,No,0
RAJ-P-2017-085,Rain Water Harvesting/ Recharging,No,0
RAJ-P-2017-085,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,50
RAJ-P-2017-085,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-085,Fire Fighting Provision,No,0
RAJ-P-2017-085,Others,No,0
RAJ-P-2017-067,Water Supply,Yes,70
RAJ-P-2017-067,Rain Water Harvesting/ Recharging,Yes,70
RAJ-P-2017-067,Rain Water Harvesting/ Recharging,Yes,70
RAJ-P-2017-067,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,70
RAJ-P-2017-067,"Electrification(Transformer, Solar Energy etc)",Yes,70
RAJ-P-2017-067,Fire Fighting Provision,Yes,70
RAJ-P-2017-067,Others,Yes,50
RAJ-P-2017-054,Water Supply,Yes,0
RAJ-P-2017-054,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-054,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-054,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-054,Fire Fighting Provision,Yes,0
RAJ-P-2017-054,Others,Not Applicable,0
RAJ-P-2017-041,Water Supply,Yes,50
RAJ-P-2017-041,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-041,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,50
RAJ-P-2017-041,"Electrification(Transformer, Solar Energy etc)",Yes,40
RAJ-P-2017-041,Fire Fighting Provision,Yes,0
RAJ-P-2017-041,Others,No,0
RAJ-P-2017-031,Water Supply,Yes,0
RAJ-P-2017-031,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-031,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-031,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-031,Fire Fighting Provision,Yes,0
RAJ-P-2017-031,Others,Yes,0
RAJ-P-2017-027,Water Supply,Yes,0
RAJ-P-2017-027,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-027,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2017-027,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-027,Fire Fighting Provision,Yes,0
RAJ-P-2017-027,Others,No,0
RAJ-P-2017-022,Water Supply,Yes,81
RAJ-P-2017-022,Rain Water Harvesting/ Recharging,Yes,100
RAJ-P-2017-022,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,60
RAJ-P-2017-022,"Electrification(Transformer, Solar Energy etc)",Yes,67
RAJ-P-2017-022,Fire Fighting Provision,Yes,57
RAJ-P-2017-022,Others,No,0
RAJ-P-2017-019,Water Supply,Yes,80
RAJ-P-2017-019,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-019,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,60
RAJ-P-2017-019,"Electrification(Transformer, Solar Energy etc)",Yes,40
RAJ-P-2017-019,Fire Fighting Provision,Yes,0
RAJ-P-2017-019,Others,Yes,0
RAJ-P-2017-001,Water Supply,Yes,50
RAJ-P-2017-001,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-001,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,40
RAJ-P-2017-001,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-001,Fire Fighting Provision,Yes,0
RAJ-P-2017-001,Others,Yes,0
RAJ-P-2017-001,Water Supply,Yes,50
RAJ-P-2017-001,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2017-001,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,40
RAJ-P-2017-001,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2017-001,Fire Fighting Provision,Yes,0
RAJ-P-2017-001,Others,Yes,0
RAJ-P-2025-3468,Water Supply,Yes,0
RAJ-P-2025-3468,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2025-3468,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2025-3468,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2025-3468,Fire Fighting Provision,Yes,0
RAJ-P-2025-3468,Others,No,0
RAJ-P-2024-3427,Water Supply,Yes,0
RAJ-P-2024-3427,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3427,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3427,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3427,Fire Fighting Provision,No,0
RAJ-P-2024-3427,Others,No,0
RAJ-P-2024-3420,Water Supply,Yes,0
RAJ-P-2024-3420,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3420,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3420,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3420,Fire Fighting Provision,Yes,0
RAJ-P-2024-3420,Others,No,0
RAJ-P-2024-3353,Water Supply,Yes,0
RAJ-P-2024-3353,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3353,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3353,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3353,Fire Fighting Provision,Not Applicable,0
RAJ-P-2024-3353,Others,No,0
RAJ-P-2024-3341,Water Supply,Yes,0
RAJ-P-2024-3341,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3341,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3341,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3341,Fire Fighting Provision,Yes,0
RAJ-P-2024-3341,Others,No,0
RAJ-P-2024-3322,Water Supply,Yes,0
RAJ-P-2024-3322,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3322,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3322,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3322,Fire Fighting Provision,Yes,0
RAJ-P-2024-3322,Others,No,0
RAJ-P-2024-3277,Water Supply,Yes,0
RAJ-P-2024-3277,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3277,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3277,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3277,Fire Fighting Provision,Yes,0
RAJ-P-2024-3277,Others,No,0
RAJ-P-2024-3261,Water Supply,Yes,0
RAJ-P-2024-3261,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3261,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3261,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3261,Fire Fighting Provision,Yes,0
RAJ-P-2024-3261,Others,No,0
RAJ-P-2024-3238,Water Supply,Yes,0
RAJ-P-2024-3238,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3238,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3238,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3238,Fire Fighting Provision,Yes,0
RAJ-P-2024-3238,Others,No,0
RAJ-P-2024-3237,Water Supply,Yes,0
RAJ-P-2024-3237,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3237,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3237,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3237,Fire Fighting Provision,Yes,0
RAJ-P-2024-3237,Others,No,0
RAJ-P-2024-3223,Water Supply,No,0
RAJ-P-2024-3223,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3223,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3223,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3223,Fire Fighting Provision,Not Applicable,0
RAJ-P-2024-3223,Others,Yes,0
RAJ-P-2024-3220,Water Supply,Yes,0
RAJ-P-2024-3220,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3220,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3220,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3220,Fire Fighting Provision,Yes,0
RAJ-P-2024-3220,Others,No,0
RAJ-P-2024-3218,Water Supply,Yes,0
RAJ-P-2024-3218,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3218,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3218,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3218,Fire Fighting Provision,Yes,0
RAJ-P-2024-3218,Others,No,0
RAJ-P-2024-3197,Water Supply,Yes,0
RAJ-P-2024-3197,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3197,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3197,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3197,Fire Fighting Provision,Yes,0
RAJ-P-2024-3197,Others,No,0
RAJ-P-2024-3196,Water Supply,Yes,0
RAJ-P-2024-3196,Rain Water Harvesting/ Recharging,Yes,0
RAJ-P-2024-3196,"Sanitation(Storm Water Drainage, Sewerage, STP, Solid Water Disposal etc)",Yes,0
RAJ-P-2024-3196,"Electrification(Transformer, Solar Energy etc)",Yes,0
RAJ-P-2024-3196,Fire Fighting Provision,Yes,0
