District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Jaipur,KEDIA'S UMANG,GROUP HOUSING,BADRINATH INFRAPROJECTS PVT LTD,RAJ-RERA-APP-P-2023-8147,RAJ/P/2023/2571 (09/06/2023),View,
Sri Ganganagar,Shreenath Enclave Sector 2,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8137,RAJ/P/2023/2806 (05/11/2023),View,
Alwar,"""VILLAS"" BY SHUBHASHRAY",GROUP HOUSING,SUREFIN ADVISORS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8135,RAJ/P/2024/2959 (30/01/2024),View,
Sikar,MANGALAM VIHAR AAWASIYA YOJNA,PLOTTED,RAJENDRA PRASAD,RAJ-RERA-APP-P-2023-8133,RAJ/P/2023/2572 (09/06/2023),View,
Ajmer,Avenue One,PLOTTED,MERWARA REALTY DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8118,RAJ/P/2023/2628 (26/07/2023),View,
Kota,GIRIRAJ DHAM,PLOTTED,PARVATI BUILDESTATE DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2023-8115,RAJ/P/2023/2568 (07/06/2023),View,
Jaipur,SHREE SHYAM HEIGHTS,GROUP HOUSING,SHREE SHYAM HOMES,RAJ-RERA-APP-P-2023-8116,RAJ/P/2023/2563 (01/06/2023),View,
Sikar,MODEL TOWN PHASE-1,PLOTTED,ASHOK KUMAR,RAJ-RERA-APP-P-2023-8109,RAJ/P/2023/2573 (09/06/2023),View,
Ajmer,R.K.G. COLONY,PLOTTED,MOHIT GARG,RAJ-RERA-APP-P-2023-8110,RAJ/P/2023/2701 (15/09/2023),View,
Jaipur,SHRI GOVERDHAN VATIKA,PLOTTED,Hukam Chand Choudhary,RAJ-RERA-APP-P-2023-8098,RAJ/P/2023/2579 (12/06/2023),View,
Jaipur,ELGIN HEIGHTS,GROUP HOUSING,RIDHI SIDHI ENTERPRISES,RAJ-RERA-APP-P-2023-8101,RAJ/P/2023/2574 (09/06/2023),View,
Sikar,PRIDE CITY,PLOTTED,BALAJI ENTERPRISES,RAJ-RERA-APP-P-2023-8097,RAJ/P/2023/2609 (10/07/2023),View,
Ajmer,CHANDRAKALA VIHAR - III,PLOTTED,SHALIMAR BUILDCON PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8076,RAJ/P/2023/2617 (13/07/2023),View,
Kota,Benchmark City Block R,PLOTTED,NARENDRA KHANDELWAL,RAJ-RERA-APP-P-2023-8091,RAJ/P/2023/2575 (09/06/2023),View,
Jaipur,UDAY VATIKA,PLOTTED,POSWAL REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8053,RAJ/P/2023/2567 (07/06/2023),View,
Jaipur,THE EMERALD-II,GROUP HOUSING,ARD BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2023-8047,RAJ/P/2023/2598 (30/06/2023),View,
Jaipur,SIYARAM ENCLAVE,PLOTTED,THE CROWN INFRAHEIGHT LLP,RAJ-RERA-APP-P-2023-8052,RAJ/P/2023/2553 (29/05/2023),View,
Jaipur,R.M.HEIGHTS,GROUP HOUSING,R M REAL ESTATE,RAJ-RERA-APP-P-2023-8036,RAJ/P/2023/2629 (26/07/2023),View,
Jaipur,CAFETERIA/ RESTAURANT PLOTS,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-8026,RAJ/P/2023/2550 (23/05/2023),View,
Ajmer,SHREE SHYAM NAGAR,PLOTTED,AMIT BHANSALI,RAJ-RERA-APP-P-2023-8029,RAJ/P/2023/2552 (26/05/2023),View,
Jaipur,THE RING RESIDENCY EXTENSION,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2023-8014,RAJ/P/2023/2555 (29/05/2023),View,
Jaipur,SHUBHASHISH PRAKASH Phase-I,GROUP HOUSING,Shubhashish Homes Realty LLP,RAJ-RERA-APP-P-2023-8023,RAJ/P/2023/2544 (16/05/2023),View,
Jaipur,The Grand Arch-I,GROUP HOUSING,Rukmaa Infra Projects Private Limited,RAJ-RERA-APP-P-2023-8022,RAJ/P/2023/2589 (22/06/2023),View,
Jaipur,ASKG HEIGHTS,GROUP HOUSING,ASTHA INDUSTRIES,RAJ-RERA-APP-P-2023-8019,RAJ/P/2023/2554 (29/05/2023),View,
Jaipur,WORLD BUSINESS CENTRE,Commercial,RR Premium Homes LLP,RAJ-RERA-APP-P-2023-7997,RAJ/P/2023/2558 (29/05/2023),View,
Jaipur,Shree Madhav Homeland,PLOTTED,BHRAMI BUILDESTATE LLP,RAJ-RERA-APP-P-2023-7986,RAJ/P/2023/2536 (11/05/2023),View,
Ajmer,DILKAUR AVENUE,PLOTTED,SAMRIDHI DREAM BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7977,RAJ/P/2023/2551 (23/05/2023),View,
Udaipur,SHOURYA HEIGHTS,GROUP HOUSING,SHOURYA ENTERPRISES,RAJ-RERA-APP-P-2023-7979,RAJ/P/2023/2727 (27/09/2023),View,
Jaipur,South Ex - A Block,PLOTTED,VIRGO BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7973,RAJ/P/2023/2537 (11/05/2023),View,
Alwar,ANSALS GARDEN ENCLAVE,PLOTTED,ANSAL CONSTRUCTION PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7906,RAJ/P/2023/2618 (13/07/2023),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 2, Sector - 13",PLOTTED,Suresh Shah,RAJ-RERA-APP-P-2023-7810,RAJ/P/2023/2566 (07/06/2023),View,
Jaipur,RADHE PRAANGAN,PLOTTED,RADHEY REAL ESTATE AND BUILDERS,RAJ-RERA-APP-P-2023-7801,RAJ/P/2023/2560 (29/05/2023),View,
Udaipur,THE KANISHKA CITY,GROUP HOUSING,KANISHKA BUILDCON,RAJ-RERA-APP-P-2023-7794,RAJ/P/2024/3112 (13/05/2024),View,
Jaipur,GANESHAM PARK VIEW,GROUP HOUSING,SHREE GANESHAM APARTMENTS,RAJ-RERA-APP-P-2023-7756,RAJ/P/2023/2559 (29/05/2023),View,
Jaipur,RAM AWAS-V,GROUP HOUSING,Shubhashish Homes Realty LLP,RAJ-RERA-APP-P-2023-7761,RAJ/P/2023/2564 (01/06/2023),View,
Jaipur,VRB SAPPHIRE PARK-2ND,PLOTTED,VRB DREAM HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7744,RAJ/P/2023/2528 (03/05/2023),View,
Ajmer,HAPPY VIDHYASHRY,PLOTTED,HAPPY REALSQUARE LLP,RAJ-RERA-APP-P-2023-7742,RAJ/P/2023/2538 (11/05/2023),View,
Jaipur,GANESHAM UTSAV,GROUP HOUSING,MLM REAL ESTATES,RAJ-RERA-APP-P-2023-7720,RAJ/P/2023/2547 (19/05/2023),View,
Jaipur,ROYAL CITY,PLOTTED,Khandelwal Infraheights Private Limited,RAJ-RERA-APP-P-2023-7713,RAJ/P/2023/2518 (01/05/2023),View,
Jaipur,THE PEARL,GROUP HOUSING,SHREE BALAJI BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2023-7710,RAJ/P/2023/2556 (29/05/2023),View,
Jaipur,HEAVEN'S TERRACES,GROUP HOUSING,Heaven and Homes Developers LLP,RAJ-RERA-APP-P-2023-7709,RAJ/P/2023/2548 (19/05/2023),View,
Jaipur,CELESTA,GROUP HOUSING,OM ENTERPRISES,RAJ-RERA-APP-P-2023-7679,RAJ/P/2023/2539 (12/05/2023),View,
Udaipur,MAHADEV TOWER,GROUP HOUSING,SHUBH CONSTRUCTIONS,RAJ-RERA-APP-P-2023-7658,RAJ/P/2023/2582 (14/06/2023),View,
Bundi,AYODHYA NAGRI,PLOTTED,MANAN NUWAL,RAJ-RERA-APP-P-2023-7662,RAJ/P/2023/2527 (01/05/2023),View,
Jodhpur,NANDANVAN FARMS,GROUP HOUSING,YASHOBHOOMI HOMES LLP,RAJ-RERA-APP-P-2023-7663,RAJ/P/2023/2511 (19/04/2023),View,
Jaipur,THE SKY BUNGALOWS,GROUP HOUSING,ORG PROJECTS LLP,RAJ-RERA-APP-P-2023-7651,RAJ/P/2023/2512 (19/04/2023),View,
Ajmer,Dream Estate,PLOTTED,G S DREAMHOME LLP,RAJ-RERA-APP-P-2023-7638,RAJ/P/2023/2519 (01/05/2023),View,
Bhilwara,KAMLA SHREEJI TOWER,Commercial,ADARSH ENCLAVE,RAJ-RERA-APP-P-2023-7641,RAJ/P/2023/2516 (19/04/2023),View,
Jaipur,SANJEEVNI AERO DREAM CITY,GROUP HOUSING,Sanjeevni Buildhome,RAJ-RERA-APP-P-2023-7628,RAJ/P/2023/2510 (19/04/2023),View,
Bhilwara,Kesariya Paras-II,PLOTTED,G S DREAMHOME LLP,RAJ-RERA-APP-P-2023-7630,RAJ/P/2023/2504 (19/04/2023),View,
Udaipur,SERENE LUXE,GROUP HOUSING,ARTH ASSOCIATES,RAJ-RERA-APP-P-2023-7631,RAJ/P/2023/2520 (01/05/2023),View,
Jaipur,MAHAVEER MANGALAM BAGH,PLOTTED,Kishan Singh Chundawat,RAJ-RERA-APP-P-2023-7637,RAJ/P/2023/2529 (03/05/2023),View,
Udaipur,AMPLE APARTMENT,GROUP HOUSING,KAMINI BHATT,RAJ-RERA-APP-P-2023-7615,RAJ/P/2023/2531 (03/05/2023),View,
Jaipur,DDCL ELANZA,GROUP HOUSING,DDCL CONSTRUCTION COMPANY,RAJ-RERA-APP-P-2023-7621,RAJ/P/2023/2533 (10/05/2023),View,
Alwar,MOTI DUNGRI (PART) SCHEME,PLOTTED,UIT ALWAR,RAJ-RERA-APP-P-2023-7625,RAJ/P/2023/2530 (03/05/2023),View,
Jodhpur,"Badli Housing Scheme for Board Employee Extension HIG-103, MIG B-96, MIG A-42 Houses, Jodhpur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7620,RAJ/P/2023/2513 (19/04/2023),View,
Jaipur,AG HEIGHTS - I,GROUP HOUSING,AVS INFRA,RAJ-RERA-APP-P-2023-7624,RAJ/P/2023/2545 (16/05/2023),View,
Jaipur,HANUMAN NILAYAM,GROUP HOUSING,SIDDHARTH ASSOCIATES,RAJ-RERA-APP-P-2023-7604,RAJ/P/2024/2958 (30/01/2024),View,
Jaipur,Sinwar City,PLOTTED,SHYAMASHISH DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7574,RAJ/P/2023/2496 (13/04/2023),View,
Ajmer,R.S. NAGAR,PLOTTED,SATYA NARAIN MAHESHWARI,RAJ-RERA-APP-P-2023-7589,RAJ/P/2023/2521 (01/05/2023),View,
Ajmer,PARVATI NAGAR,PLOTTED,SATYA NARAIN MAHESHWARI,RAJ-RERA-APP-P-2023-7560,RAJ/P/2023/2522 (01/05/2023),View,
Barmer,ROOP VIHAR,GROUP HOUSING,MAHAROOP BUILDCON LLP,RAJ-RERA-APP-P-2023-7553,RAJ/P/2023/2515 (19/04/2023),View,
Jaipur,ROYAL TOWN,GROUP HOUSING,Shri Ram Builders Group,RAJ-RERA-APP-P-2023-7549,RAJ/P/2023/2540 (12/05/2023),View,
Jaipur,RIYASAT TOWN-II,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7532,RAJ/P/2023/2489 (08/04/2023),View,
Bharatpur,GOKULDHAM COLONY,PLOTTED,CHANDRABHAN SINGH,RAJ-RERA-APP-P-2023-7530,RAJ/P/2024/2989 (12/02/2024),View,
Sri Ganganagar,Ridhi Sidhi Enclave - 8,PLOTTED,RIDHI SIDHI HOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2023-7531,RAJ/P/2023/2583 (18/06/2023),View,
Jaipur,CENTRAL PARK,GROUP HOUSING,SHRI KHATU SHYAM REALMART LLP,RAJ-RERA-APP-P-2023-7528,RAJ/P/2023/2557 (29/05/2023),View,
Jaipur,THE ICON,GROUP HOUSING,SHRI KHATU SHYAM COLONIZERS,RAJ-RERA-APP-P-2023-7523,RAJ/P/2023/2562 (30/05/2023),View,
Jaipur,RIYASAT GOVINDAM,PLOTTED,NEW PATH DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7533,RAJ/P/2023/2485 (07/04/2023),View,
Jaipur,Ashiana Greens Phase 6,GROUP HOUSING,The Green Triveni Developer,RAJ-RERA-APP-P-2023-7520,RAJ/P/2023/2480 (05/04/2023),View,
Jaipur,SHANTI NAGAR,PLOTTED,MANISH MITTAL,RAJ-RERA-APP-P-2023-7522,RAJ/P/2023/2535 (10/05/2023),View,
Bundi,AVANTIKA NAGAR,PLOTTED,RAJENDRA KUMAR,RAJ-RERA-APP-P-2023-7462,RAJ/P/2023/2523 (01/05/2023),View,
Kota,Coral Park Block O,PLOTTED,Shubham Colonizers,RAJ-RERA-APP-P-2023-7476,RAJ/P/2023/2494 (08/04/2023),View,
Alwar,Shopping Centre at Commercial Block-H Sector 1 & 3 Aravali Vihar Bhiwadi,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7466,RAJ/P/2023/2481 (05/04/2023),View,
Alwar,Shopping Centre at Commercial Block- I Sector 1 & 3 Aravali Vihar Bhiwadi,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7475,RAJ/P/2023/2478 (04/04/2023),View,
Alwar,Shopping Centre at Commercial Block-K Sector 1 & 3 Aravali Vihar Bhiwadi,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7474,RAJ/P/2023/2477 (04/04/2023),View,
Jodhpur,"Udhyan Apartment HIG-B (B+S+9) 180 Nos. & MIG-B (B+S+9) 108 Nos. Sec. 21 E, Chopasni Housing Board Jodhpur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7463,RAJ/P/2023/2482 (05/04/2023),View,
Jaipur,Balaji Enclave,PLOTTED,RAJU RAM SHARMA,RAJ-RERA-APP-P-2023-7458,RAJ/P/2023/2532 (03/05/2023),View,
Jaipur,SHREE RADHA VIHAR,PLOTTED,AMRISH SHARMA,RAJ-RERA-APP-P-2023-7452,RAJ/P/2023/2486 (07/04/2023),View,
Jaipur,MAHIMA AANGAN,PLOTTED,SHREE GANESHAM VILLA LLP,RAJ-RERA-APP-P-2023-7449,RAJ/P/2023/2497 (14/04/2023),View,
Sikar,MOUNT CAPITAL GREEN,GROUP HOUSING,G RAJ INFRATEK,RAJ-RERA-APP-P-2023-7442,RAJ/P/2023/2524 (01/05/2023),View,
Jaipur,RUHEEN SHREE,GROUP HOUSING,SAAR BUILDESTATE LLP,RAJ-RERA-APP-P-2023-7438,RAJ/P/2023/2546 (17/05/2023),View,
Kota,SHREE NATH ROYAL CITY,PLOTTED,SHRINATH JI ASSOCIATES,RAJ-RERA-APP-P-2023-7441,RAJ/P/2023/2465 (30/03/2023),View,
Jaipur,MANGAL RESIDENCY VEDANT SANTOSH VATIKA,GROUP HOUSING,ORG PROJECTS LLP,RAJ-RERA-APP-P-2023-7426,RAJ/P/2023/2503 (14/04/2023),View,
Jaipur,THE MERIDIEN,GROUP HOUSING,ORANGE HOME,RAJ-RERA-APP-P-2023-7425,RAJ/P/2023/2541 (12/05/2023),View,
Ajmer,Dhruv Vihar Colony,PLOTTED,SUNIL KUMAR,RAJ-RERA-APP-P-2023-7424,RAJ/P/2023/2490 (08/04/2023),View,
Bikaner,Basant Vihar,PLOTTED,Basant Vihar Developers,RAJ-RERA-APP-P-2023-7418,RAJ/P/2023/2498 (14/04/2023),View,
Kota,D. R. Builder Residency,PLOTTED,CORAL COLONIZERS,RAJ-RERA-APP-P-2023-7422,RAJ/P/2023/2455 (28/03/2023),View,
Jaipur,GOVIND NAGAR,PLOTTED,OM PRAKASH YADAV,RAJ-RERA-APP-P-2023-7415,RAJ/P/2023/2499 (14/04/2023),View,
Sikar,SHITAL VATIKA-2,PLOTTED,MOHAMMED ARIF KHAN,RAJ-RERA-APP-P-2023-7416,RAJ/P/2023/2467 (31/03/2023),View,
Jaipur,NIRVANA APARTMENT,GROUP HOUSING,Delight Developer,RAJ-RERA-APP-P-2023-7410,RAJ/P/2023/2534 (10/05/2023),View,
Ajmer,GLOBE HOMES,GROUP HOUSING,GLOBE BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2023-7409,RAJ/P/2023/2576 (09/06/2023),View,
Sikar,NANDAN VIHAR,PLOTTED,RAJNISH KUMAR SAINI,RAJ-RERA-APP-P-2023-7392,RAJ/P/2023/2464 (30/03/2023),View,
Kota,CHANDRA HOMES,PLOTTED,CHANDRA REALTY,RAJ-RERA-APP-P-2023-7400,RAJ/P/2023/2483 (06/04/2023),View,
Jodhpur,CHAITANYA,GROUP HOUSING,SANKHLA DEVELOPERS AND BUILDERS,RAJ-RERA-APP-P-2023-7394,RAJ/P/2023/2542 (12/05/2023),View,
Alwar,SHUBHASHRAY VILAS,GROUP HOUSING,PURE AWAS BUILDERS LLP,RAJ-RERA-APP-P-2023-7393,RAJ/P/2023/2469 (02/04/2023),View,
Kota,RAM-KANYA RESIDENCY,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2023-7390,RAJ/P/2023/2452 (23/03/2023),View,
Kota,VARDHMAN ROYAL CITY BLOCK-C,PLOTTED,PRAKASH CHAND JAIN,RAJ-RERA-APP-P-2023-7385,RAJ/P/2023/2456 (28/03/2023),View,
Alwar,ANANTA JAGAT VILLA,GROUP HOUSING,Renaissance Buildhome Pvt Ltd.,RAJ-RERA-APP-P-2023-7380,RAJ/P/2023/2493 (08/04/2023),View,
Jaipur,REDWOOD ATHARVA,GROUP HOUSING,REDWOOD DREAM HOMES,RAJ-RERA-APP-P-2023-7377,RAJ/P/2023/2470 (02/04/2023),View,
Kota,SHIVAM ENCLAVE,PLOTTED,RAJENDRA SHRINGI,RAJ-RERA-APP-P-2023-7365,RAJ/P/2023/2525 (01/05/2023),View,
Sikar,KISAN VIHAR-2 RESIDENTIAL SCHEME,PLOTTED,ABDUL GAFAR,RAJ-RERA-APP-P-2023-7359,RAJ/P/2023/2463 (29/03/2023),View,
Sikar,KISAN VIHAR-1 RESIDENTIAL SCHEME,PLOTTED,ZAKIR MOHAMMED,RAJ-RERA-APP-P-2023-7360,RAJ/P/2023/2462 (29/03/2023),View,
Sri Ganganagar,Ridhi Sidhi Devkinandan Golyan Market,PLOTTED,Sri Ganganagar Cold Storage Private Limited,RAJ-RERA-APP-P-2023-7358,RAJ/P/2023/2471 (02/04/2023),View,
Sri Ganganagar,SHREE RADHEY ENCLAVE EXTENSION,PLOTTED,SRIGANGANAGAR HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7339,RAJ/P/2023/2590 (23/06/2023),View,
Barmer,BHAGWATI GREEN SECOND,GROUP HOUSING,BHAGWATI GREEN PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7289,RAJ/P/2023/2453 (24/03/2023),View,
Hanumangarh,"Shopping Centre (Block-A & B) in Housing Scheme, Hanumangarh Near DTO Office",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7283,RAJ/P/2023/2457 (28/03/2023),View,
Jaipur,NATURE HOMES' AMALTAS,GROUP HOUSING,NATURE HOMES BUILDERS AND DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7278,RAJ/P/2023/2466 (30/03/2023),View,
Jaipur,Girdhar Prime,GROUP HOUSING,GOPAL AGRAWAL,RAJ-RERA-APP-P-2023-7271,RAJ/P/2023/2479 (04/04/2023),View,
Jaipur,KEDIA'S ARAVALI,PLOTTED,KEDIA BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7280,RAJ/P/2023/2437 (17/03/2023),View,
Churu,SHOPPING CENTER AT CHURU BLOCK - B,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7251,RAJ/P/2023/2451 (22/03/2023),View,
Jhunjhunu,"Shopping Centre in Residential Colony, Near Railway Crossing No. 265C, Jhunjhunu",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7249,RAJ/P/2023/2449 (22/03/2023),View,
Jaipur,Audit City II,PLOTTED,Khandelwal Infraheights Private Limited,RAJ-RERA-APP-P-2023-7248,RAJ/P/2023/2438 (18/03/2023),View,
Bikaner,"Shopping Centre in Sector-17, Mukta Prasad Nagar, Bikaner",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7230,RAJ/P/2023/2450 (22/03/2023),View,
Sri Ganganagar,SHREENATH ENCLAVE SECTOR 3,PLOTTED,SKY HEIGHT REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7228,RAJ/P/2023/2491 (08/04/2023),View,
Churu,SHOPPING CENTER AT CHURU BLOCK - A,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7195,RAJ/P/2023/2472 (02/04/2023),View,
Jodhpur,SIDDHI HOMES,GROUP HOUSING,WORTHREALTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7203,RAJ/P/2023/2610 (10/07/2023),View,
Jaipur,Ashiana Greens Phase 5,GROUP HOUSING,The Green Triveni Developer,RAJ-RERA-APP-P-2023-7191,RAJ/P/2023/2447 (21/03/2023),View,
Jaipur,RIYASAT BASERA,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7199,RAJ/P/2023/2428 (11/03/2023),View,
Jodhpur,H D PLAZA,GROUP HOUSING,H D KUMAR,RAJ-RERA-APP-P-2023-7198,RAJ/P/2023/2500 (14/04/2023),View,
Jaipur,SIDDHI HOMES,PLOTTED,KULDHARA LAND DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7190,RAJ/P/2023/2440 (18/03/2023),View,
Jaipur,Gomti Apartments,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2023-7183,RAJ/P/2023/2473 (02/04/2023),View,
Jaipur,CHOUDHARY BALURAM NAGAR,PLOTTED,Tara Chand Khinchi,RAJ-RERA-APP-P-2023-7180,RAJ/P/2023/2745 (06/10/2023),View,
Kota,SOOD VIHAAR,PLOTTED,VRB DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7166,RAJ/P/2023/2429 (11/03/2023),View,
Jaipur,THE CENTURY ELITE,GROUP HOUSING,NEELKANTH HOMES,RAJ-RERA-APP-P-2023-7160,RAJ/P/2023/2431 (14/03/2023),View,
Jaipur,SOMYA SKY ELITE,GROUP HOUSING,SOMYA BUILDHOME LLP,RAJ-RERA-APP-P-2023-7163,RAJ/P/2023/2454 (24/03/2023),View,
Jaipur,Four Way Homes,GROUP HOUSING,MIDAS BUILDREAL PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7165,RAJ/P/2023/2578 (12/06/2023),View,
Jodhpur,ANANT GARH,PLOTTED,RISHABH KATTA,RAJ-RERA-APP-P-2023-7159,RAJ/P/2023/2443 (21/03/2023),View,
Jaipur,SNB AVENUES'S COMMERCIAL LAND,PLOTTED,SNB AVENUES,RAJ-RERA-APP-P-2023-7158,RAJ/P/2023/2543 (12/05/2023),View,
Udaipur,KANAK GHAR,GROUP HOUSING,KRATICONSTRUCTION PROPRIETOR ASHOKSONI,RAJ-RERA-APP-P-2023-7149,RAJ/P/2023/2509 (19/04/2023),View,
Jhunjhunu,KRISHANA CITY (BLOCK-A),PLOTTED,GYARSI LAL MEENA,RAJ-RERA-APP-P-2023-7147,RAJ/P/2023/2507 (19/04/2023),View,
Kota,SHREE GIRRAJ DHAM,PLOTTED,JAGDISH PRASAD,RAJ-RERA-APP-P-2023-7137,RAJ/P/2023/2484 (07/04/2023),View,
Jaipur,"KHASRA NO. 331/1, 333, 334/1, 340/1, 340/2, 340/3, 340/4 VIDHAYAK AWAS JALUPURA",PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-7145,RAJ/P/2023/2417 (04/03/2023),View,
Alwar,Trehan Vistaar,PLOTTED,TREHAN APNA GHAR PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7141,RAJ/P/2023/2458 (28/03/2023),View,
Sri Ganganagar,SHREENATH ENCLAVE SECTOR 03,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7134,RAJ/P/2023/2433 (15/03/2023),View,
Sri Ganganagar,SHREENATH HOMES SECTOR 2,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7131,RAJ/P/2023/2459 (28/03/2023),View,
Jaipur,Vaishali Residency,PLOTTED,YLB RUDRA HOMES DEVELOPERS,RAJ-RERA-APP-P-2023-7135,RAJ/P/2023/2444 (21/03/2023),View,
Nagaur,SANGEMARMAR CITY,GROUP HOUSING,Nakshatra Buildcon,RAJ-RERA-APP-P-2023-7129,RAJ/P/2023/2591 (23/06/2023),View,
Jaipur,MNIT Faculty Residency,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7130,RAJ/P/2023/2412 (28/02/2023),View,
Sirohi,"MIG-B 25, MIG-A 34, LIG 65, EWS 79 & GHARONDA 39 AT SECTOR 3 MANPURA ABUROAD",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7133,RAJ/P/2023/2416 (28/02/2023),View,
Jaipur,RAGHUNANDAN HEIGHTS I,GROUP HOUSING,CONSOL VENTURES PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7126,RAJ/P/2023/2474 (02/04/2023),View,
Jaipur,"RHB Greenwood Horizon, Sector-28, Pratap Nagar, Jaipur",Mixed (Residential And Commercial),RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7124,RAJ/P/2023/2410 (25/02/2023),View,
Jaipur,"RHB Greenwood Mansion, Sector-28, Pratap Nagar, Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7123,RAJ/P/2023/2411 (28/02/2023),View,
Bikaner,Instyle City Homes,PLOTTED,Instyle Developers Private Limited,RAJ-RERA-APP-P-2023-7122,RAJ/P/2023/2445 (21/03/2023),View,
Jaipur,"RESIDENTIAL SCHEME-VILLAGE MANSHARAMPURA KHASRA NO. 37, 38, 72 & 105",PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-7119,RAJ/P/2023/2418 (04/03/2023),View,
Jaipur,"RHB Greenwood Iconic, Sector-28, Pratap Nagar, Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7120,RAJ/P/2023/2403 (25/02/2023),View,
Jodhpur,"Barli Housing Scheme Phase-IV Jodhpur EWS-407, LIG I-205, LIG II- 185, MIGA-125, MIGB- 105 & HIG- 63",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7112,RAJ/P/2023/2404 (25/02/2023),View,
Jaipur,SAMRIDDHI APARTMENT (Pocket-2),GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7116,RAJ/P/2023/2399 (22/02/2023),View,
Jaipur,SAMRIDDHI APARTMENT (Pocket-1),GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7110,RAJ/P/2023/2398 (22/02/2023),View,
Jaipur,THE LABURNUM,GROUP HOUSING,KHATUSHYAM VIMLA INFRABUILD LLP,RAJ-RERA-APP-P-2023-7108,RAJ/P/2023/2460 (28/03/2023),View,
