District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Jaipur,AUDITORS ENCLAVE EXT.,PLOTTED,GULMOHAR DEVELOPERS,RAJ-RERA-APP-P-2021-3860,RAJ/P/2021/1723 (11/11/2021),View,
Sikar,JAI JAWAN PHASE-3,PLOTTED,SHRI GOVIND BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2021-3857,RAJ/P/2021/1720 (07/11/2021),View,
Jaipur,BHUMIJA PRIME BLOCK-A,PLOTTED,BHUMIJA REALSQUARE LLP,RAJ-RERA-APP-P-2021-3858,RAJ/P/2021/1717 (04/11/2021),View,
Jaipur,SARVOTTAM HEIGHTS,GROUP HOUSING,SARVOTTAM SMART HOMES PVT LTD,RAJ-RERA-APP-P-2021-3854,RAJ/P/2021/1758 (07/12/2021),View,
Jaipur,KANHA ENCLAVE - II,PLOTTED,SUGAN LAL MEENA,RAJ-RERA-APP-P-2021-3855,RAJ/P/2021/1728 (12/11/2021),View,
Bikaner,JEWEL CROWN,GROUP HOUSING,GAINWELL SECURITIES PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3849,RAJ/P/2021/1767 (14/12/2021),View,
Jaipur,Shree Shyam Residency,GROUP HOUSING,Shri Shyam Builders And Developers,RAJ-RERA-APP-P-2021-3852,RAJ/P/2021/1732 (16/11/2021),View,
Jaipur,S B Heights,GROUP HOUSING,ShreeBalaji Enterprises,RAJ-RERA-APP-P-2021-3850,RAJ/P/2021/1731 (16/11/2021),View,
Jaipur,URBAN SUITES,GROUP HOUSING,CHARU MINDWORKS (INDIA) PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3848,RAJ/P/2021/1718 (04/11/2021),View,
Jaipur,RIYASAT PRIME BLOCK - A,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3847,RAJ/P/2021/1714 (02/11/2021),View,
Jaipur,Oasis Green - II,PLOTTED,Santosh Kumar Mishra,RAJ-RERA-APP-P-2021-3842,RAJ/P/2021/1755 (06/12/2021),View,
Jaipur,Times Residency,GROUP HOUSING,,RAJ-RERA-APP-P-2021-3839,RAJ/P/2021/1706 (27/10/2021),View,
Jaipur,Oasis Green - I,PLOTTED,SAFRONE BUILDTECH PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3837,RAJ/P/2021/1746 (26/11/2021),View,
Alwar,Garden City Phase-III,GROUP HOUSING,UNIQUESHREE SHYAM LANDHOMES LLP,RAJ-RERA-APP-P-2021-3834,RAJ/P/2021/1724 (11/11/2021),View,
Sikar,KATEWA VIHAR AAWASIYA YOJNA,PLOTTED,RAJESH KUMAR KATEWA,RAJ-RERA-APP-P-2021-3838,RAJ/P/2021/1747 (27/11/2021),View,
Jaipur,Puja Residency,GROUP HOUSING,ShreeTirupatiBalaji ConstructionCompany,RAJ-RERA-APP-P-2021-3831,RAJ/P/2021/1715 (02/11/2021),View,
Jaipur,Parth Residency,GROUP HOUSING,PARTH SARTHI BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3828,RAJ/P/2021/1725 (11/11/2021),View,
Jaipur,THE PARK ROYAL BLOCK-B,PLOTTED,BHUMIJA REALSQUARE LLP,RAJ-RERA-APP-P-2021-3829,RAJ/P/2021/1707 (27/10/2021),View,
Jaipur,IMPERIA,GROUP HOUSING,Shri Aadinath Infratech,RAJ-RERA-APP-P-2021-3826,RAJ/P/2021/1708 (28/10/2021),View,
Jaipur,BUNGALOW 71,GROUP HOUSING,VANSHDEEP BUILDERS PRIVATE lIMITED,RAJ-RERA-APP-P-2021-3827,RAJ/P/2021/1719 (04/11/2021),View,
Jaipur,R. R. VILLA,PLOTTED,RAMAWATAR SHARMA,RAJ-RERA-APP-P-2021-3818,RAJ/P/2021/1709 (28/10/2021),View,
Jaipur,COMMERCIAL SHOPS AND KIOSK NEAR WTP MALL,Commercial,Nagar Nigam Greater Jaipur,RAJ-RERA-APP-P-2021-3811,RAJ/P/2021/1727 (11/11/2021),View,
Sri Ganganagar,SHREENATH ENCLAVE,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3808,RAJ/P/2021/1711 (30/10/2021),View,
Jaipur,GANESH VIHAR,PLOTTED,MAHAGANAPATI REALINFRA PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3794,RAJ/P/2021/1768 (14/12/2021),View,
Sikar,Prem Vihar Awasiya Colony,PLOTTED,PREM CHAND BAJIYA,RAJ-RERA-APP-P-2021-3786,RAJ/P/2021/1703 (17/10/2021),View,
Jaipur,Jewel of India Phase-2,GROUP HOUSING,Suncity Projects Private Limited,RAJ-RERA-APP-P-2021-3785,RAJ/P/2021/1712 (02/11/2021),View,
Jaipur,Akshat Kanota Estate- Retail Shops,Commercial,AKSHAT APARTMENTS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3787,RAJ/P/2021/1784 (25/12/2021),View,
Jaipur,ELEGANT RAM RATNA,GROUP HOUSING,ELEGANT BUILD DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3788,RAJ/P/2021/1710 (28/10/2021),View,
Jaipur,SUHAG RESIDENCY,GROUP HOUSING,SHRI KHATU SHYAM COLONIZERS,RAJ-RERA-APP-P-2021-3777,RAJ/P/2021/1701 (15/10/2021),View,
Jaipur,RC ENCLAVE-II,PLOTTED,Hanuman Sahay,RAJ-RERA-APP-P-2021-3769,RAJ/P/2021/1716 (04/11/2021),View,
Sikar,NARAYANI VIHAR AAWASIYA YOJNA,PLOTTED,USMAN K,RAJ-RERA-APP-P-2021-3765,RAJ/P/2021/1702 (17/10/2021),View,
Jodhpur,ASHAPURNA ENCLAVE II,PLOTTED,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2021-3763,RAJ/P/2021/1705 (21/10/2021),View,
Kota,Akansha Deep Heights Part-2,GROUP HOUSING,AKANSHA INFRA HOUSING PROJECTS,RAJ-RERA-APP-P-2021-3760,RAJ/P/2021/1699 (09/10/2021),View,
Banswara,VINOD CITY MALL,Commercial,SAKAAR DEVOLPERS AND BUILDERS,RAJ-RERA-APP-P-2021-3758,RAJ/P/2021/1770 (15/12/2021),View,
Ajmer,"Resorts Scheme Phase I in Revenue Village Hokra, Pushkar",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3757,RAJ/P/2021/1691 (02/10/2021),View,
Jodhpur,DHARTI PRANGAN,GROUP HOUSING,DHARTI BUILDCON,RAJ-RERA-APP-P-2021-3752,RAJ/P/2021/1763 (09/12/2021),View,
Jaipur,GATI HEIGHTS,GROUP HOUSING,OM ENTERPRISES,RAJ-RERA-APP-P-2021-3749,RAJ/P/2021/1697 (08/10/2021),View,
Sri Ganganagar,Ridhi Sidhi Aashiana,PLOTTED,MUKESH SHAH,RAJ-RERA-APP-P-2021-3748,RAJ/P/2021/1704 (20/10/2021),View,
Jaipur,Shree Shyam Residency,GROUP HOUSING,Shree Shyam Associates,RAJ-RERA-APP-P-2021-3739,RAJ/P/2021/1689 (02/10/2021),View,
Jaipur,RIYASAT PRIME,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3743,RAJ/P/2021/1685 (29/09/2021),View,
Sri Ganganagar,SHREENATH HOMES,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3724,RAJ/P/2021/1700 (11/10/2021),View,
Udaipur,SANGAM RESIDENCY,GROUP HOUSING,PS INFRAREALTY PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3720,RAJ/P/2021/1681 (25/09/2021),View,
Sikar,SATYAM CITY -2,PLOTTED,SANWAR MAL BALAI,RAJ-RERA-APP-P-2021-3713,RAJ/P/2021/1686 (29/09/2021),View,
Sikar,NEW KAPIL COLONY,PLOTTED,MOHAMMED IMRAN,RAJ-RERA-APP-P-2021-3709,RAJ/P/2021/1687 (29/09/2021),View,
Jaipur,REDWOOD AQUILA,GROUP HOUSING,REDWOOD DEVELOPERS,RAJ-RERA-APP-P-2021-3694,RAJ/P/2021/1677 (22/09/2021),View,
Jaipur,REDWOOD ORION,GROUP HOUSING,REDWOOD BUILD DEVELOPERS,RAJ-RERA-APP-P-2021-3693,RAJ/P/2021/1679 (23/09/2021),View,
Jaipur,SHREE GANESHAM HEIGHTS,GROUP HOUSING,SHREE GANESHAM APARTMENTS,RAJ-RERA-APP-P-2021-3691,RAJ/P/2021/1680 (24/09/2021),View,
Kota,Proposed Special/ Professional/ Research and Other Instituti,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3685,RAJ/P/2021/1692 (02/10/2021),View,
Udaipur,SUKOON HEIGHT,GROUP HOUSING,MUHIB CORPORATION,RAJ-RERA-APP-P-2021-3684,RAJ/P/2021/1674 (21/09/2021),View,
Jaipur,MALTI FARMS,PLOTTED,RAMJI LAL MEENA,RAJ-RERA-APP-P-2021-3681,RAJ/P/2021/1670 (18/09/2021),View,
Sikar,BRIJ VIHAR AAWASIYA YOJNA PHASE-2,PLOTTED,BRIJ MOHAN SUNDA,RAJ-RERA-APP-P-2021-3679,RAJ/P/2021/1671 (18/09/2021),View,
Jhalawar,JANAKPURI EXTENSION,PLOTTED,HARISH KUMAR MEENA,RAJ-RERA-APP-P-2021-3680,RAJ/P/2021/1675 (22/09/2021),View,
Jaipur,ROOP RAJ ENCLAVE,PLOTTED,VRB DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3676,RAJ/P/2021/1672 (18/09/2021),View,
Jhalawar,ROOP NAGAR COUNTY-II,PLOTTED,JOR SINGH,RAJ-RERA-APP-P-2021-3675,RAJ/P/2021/1676 (22/09/2021),View,
Udaipur,Amberi Avasiya Yojana,PLOTTED,UIT UDAIPUR,RAJ-RERA-APP-P-2021-3674,RAJ/P/2021/1661 (15/09/2021),View,
Sikar,SUNSHINE RESIDENCY PHASE-2,PLOTTED,NAND KISHORE MAHARIA,RAJ-RERA-APP-P-2021-3666,RAJ/P/2021/1668 (17/09/2021),View,
Alwar,AMRIT KALASH,GROUP HOUSING,TREHAN HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3667,RAJ/P/2021/1745 (26/11/2021),View,
Karauli,CMJAY NAGAR PARISHAD HINDAUN CITY,GROUP HOUSING,Municiapl Board Hindaun City,RAJ-RERA-APP-P-2021-3656,RAJ/P/2021/1693 (02/10/2021),View,
Jaipur,GALAXY ENCLAVE THE URBAN VILLAGE 5,GROUP HOUSING,GALAXY REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3652,RAJ/P/2021/1698 (08/10/2021),View,
Jaipur,BHUMIJA PRIME,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3649,RAJ/P/2021/1657 (11/09/2021),View,
Jodhpur,J.B. HEIGHTS,GROUP HOUSING,SHRI JINESHWAR BUILDCOM LLP,RAJ-RERA-APP-P-2021-3643,RAJ/P/2021/1682 (28/09/2021),View,
Udaipur,MEERADHE DREAMS,GROUP HOUSING,JAI MEERADHE BUILDCOM,RAJ-RERA-APP-P-2021-3641,RAJ/P/2021/1660 (11/09/2021),View,
Sirohi,PREM RESIDENCY,GROUP HOUSING,REALTIME DEVELOPERS,RAJ-RERA-APP-P-2021-3642,RAJ/P/2021/1694 (05/10/2021),View,
Jaipur,THE PARK ROYAL BLOCK-A,PLOTTED,HAPPY REALSQUARE LLP,RAJ-RERA-APP-P-2021-3648,RAJ/P/2021/1658 (11/09/2021),View,
Jaipur,THE GRAND FORTUNE,GROUP HOUSING,FRAME FORTUNE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3640,RAJ/P/2021/1663 (15/09/2021),View,
Ajmer,Apeksha City Ajmer Phase-II,PLOTTED,APEKSHA HOUSING PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3636,RAJ/P/2021/1662 (15/09/2021),View,
Jodhpur,ASHAPURNA ANMOL PHASE-III,GROUP HOUSING,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2021-3630,RAJ/P/2021/1688 (30/09/2021),View,
Kota,NEW INDRA MARKET MALL,Commercial,INDRA MARKET KAPADA VYAPAR SANGH,RAJ-RERA-APP-P-2021-3629,RAJ/P/2021/1664 (15/09/2021),View,
Sikar,RADHIKA VATIKA PHASE-4,PLOTTED,KISORE KUMAR,RAJ-RERA-APP-P-2021-3625,RAJ/P/2021/1665 (15/09/2021),View,
Bhilwara,PARASMANI GREENS,PLOTTED,SHRIYAM SYNTHETICS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3622,RAJ/P/2021/1695 (05/10/2021),View,
Jaipur,ARIHANT GREENS,PLOTTED,PRIME BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3619,RAJ/P/2021/1647 (03/09/2021),View,
Sikar,Todi Heights,Mixed (Residential And Commercial),TODI HEIGHTS,RAJ-RERA-APP-P-2021-3614,RAJ/P/2021/1696 (05/10/2021),View,
Jaipur,AMRUT KUNJ-II,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3610,RAJ/P/2021/1648 (03/09/2021),View,
Jaipur,Parth Residency - III,GROUP HOUSING,Parth Sarthi Homes,RAJ-RERA-APP-P-2021-3608,RAJ/P/2021/1656 (08/09/2021),View,
Jaipur,Parth Residency - II,GROUP HOUSING,Parth Sarthi BuildersAndDevelopers,RAJ-RERA-APP-P-2021-3607,RAJ/P/2021/1655 (08/09/2021),View,
Jaipur,MANGALAM PARK RESIDENCY,PLOTTED,RAMESH KUMAR VERMA,RAJ-RERA-APP-P-2021-3603,RAJ/P/2021/1642 (01/09/2021),View,
Kota,UMMEDGANJ RESIDENTIAL SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3598,RAJ/P/2021/1659 (11/09/2021),View,
Jaipur,Krishna Kunj Villa,PLOTTED,MAHIMA REAL ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3601,RAJ/P/2021/1666 (15/09/2021),View,
Jaipur,HARE KRISHANA VIHAR-D,PLOTTED,KINJAL COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3599,RAJ/P/2021/1643 (01/09/2021),View,
Jaipur,NORTH 7,GROUP HOUSING,RIDHIRAJ BUILDERS AND PROMOTERS LLP,RAJ-RERA-APP-P-2021-3591,RAJ/P/2021/1673 (20/09/2021),View,
Kota,DAULATGANJ NAGAR RESIDENTIAL SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3593,RAJ/P/2021/1649 (07/09/2021),View,
Jaipur,THE INDEX,Mixed (Residential And Commercial),SANKALP INFRAHEIGHTS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3592,RAJ/P/2021/1644 (02/09/2021),View,
Jaipur,MD AVYUKTA,GROUP HOUSING,S R Builders and Developers,RAJ-RERA-APP-P-2021-3588,RAJ/P/2021/1646 (03/09/2021),View,
Kota,Mukundra Vihar Special,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3586,RAJ/P/2021/1650 (07/09/2021),View,
Ajmer,"Farmhouse,Ecological Housing & Resort Sch Ph-I at Surajkund",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3571,RAJ/P/2021/1630 (25/08/2021),View,
Kota,SAVITRIBAI PHULE RESIDENTIAL SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3575,RAJ/P/2021/1667 (15/09/2021),View,
Kota,RATH-KANKRA RESIDENTIAL SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3576,RAJ/P/2021/1651 (07/09/2021),View,
Jaipur,VINAYAK RESIDENCY,GROUP HOUSING,VINAYAK BUILDERSAND DEVELOPERS,RAJ-RERA-APP-P-2021-3574,RAJ/P/2021/1641 (01/09/2021),View,
Alwar,OZONE CITY-2 (PHASE-3),PLOTTED,AVS CONTRACTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3563,RAJ/P/2022/1853 (17/02/2022),View,
Jaipur,KIARA's Ville,GROUP HOUSING,Santushti Housing LLP,RAJ-RERA-APP-P-2021-3557,RAJ/P/2021/1639 (30/08/2021),View,
Alwar,Aspen Heights-I in Townone,GROUP HOUSING,OXIRICH REALTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3553,RAJ/P/2021/1690 (02/10/2021),View,
Jaipur,DDCL PARADISE,GROUP HOUSING,DDCL CONSTRUCTION COMPANY,RAJ-RERA-APP-P-2021-3548,RAJ/P/2021/1637 (29/08/2021),View,
Kota,SR PARK,PLOTTED,S R ASSOCIATES,RAJ-RERA-APP-P-2021-3541,RAJ/P/2021/1634 (28/08/2021),View,
Chittorgarh,CONSTRUCTION OF HOUSING & DEVELOPMENT PROJECT UNDER CM JAN AAWAS YOJANA 40.7A CHITTORGARH,GROUP HOUSING,NAGAR PALIKA CHITTORGARH,RAJ-RERA-APP-P-2021-3532,RAJ/P/2022/1792 (05/01/2022),View,
Jaipur,Parth Sarthi Residency II,GROUP HOUSING,Shree VinayakConstruction Company,RAJ-RERA-APP-P-2021-3534,RAJ/P/2021/1623 (20/08/2021),View,
Jodhpur,Siddharth Residency,GROUP HOUSING,VINOD INFRADEVELOPERS LTD.,RAJ-RERA-APP-P-2021-3531,RAJ/P/2021/1654 (08/09/2021),View,
Nagaur,SAI VAISHALI NAGAR,GROUP HOUSING,SHRI RIDHI SIDHI DEVELOPERS,RAJ-RERA-APP-P-2021-3529,RAJ/P/2021/1669 (17/09/2021),View,
Chittorgarh,neemuch road chatrewas ke samane,PLOTTED,Nagar Palika Barisadri,RAJ-RERA-APP-P-2021-3525,RAJ/P/2021/1779 (23/12/2021),View,
Jaipur,PLATINUM GREENS,GROUP HOUSING,PLATINUM REALTY BUILDERS,RAJ-RERA-APP-P-2021-3524,RAJ/P/2021/1631 (26/08/2021),View,
Alwar,Shri Ram-Janki Awasiya Yojna,GROUP HOUSING,Bhiwadi Integrated Development Authority,RAJ-RERA-APP-P-2021-3526,RAJ/P/2021/1614 (14/08/2021),View,
Jaipur,SSBC UTSAV,GROUP HOUSING,SSBC REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3519,RAJ/P/2021/1633 (26/08/2021),View,
Jaipur,Trimurty Divinity,GROUP HOUSING,TRIMURTY COLONIZERS AND BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3517,RAJ/P/2021/1622 (20/08/2021),View,
Alwar,SHYAM VIHAR,PLOTTED,CHANDER SHEKHAR SHARMA,RAJ-RERA-APP-P-2021-3516,RAJ/P/2021/1761 (09/12/2021),View,
Jaipur,RADHEY NIWAS,GROUP HOUSING,SILVER VELLY ESTATE,RAJ-RERA-APP-P-2021-3515,RAJ/P/2021/1636 (29/08/2021),View,
Jaipur,Amore,GROUP HOUSING,Upasna Buildcon LLP,RAJ-RERA-APP-P-2021-3522,RAJ/P/2021/1619 (18/08/2021),View,
Sikar,BRIJ VIHAR AAWASIYA YOJNA,PLOTTED,BRIJ MOHAN SUNDA,RAJ-RERA-APP-P-2021-3508,RAJ/P/2021/1617 (17/08/2021),View,
Jaipur,SATYAM,GROUP HOUSING,RAJ KUMAR AGARWAL,RAJ-RERA-APP-P-2021-3504,RAJ/P/2021/1624 (25/08/2021),View,
Jaipur,MAHATMA JYOTIBA PHOOLE,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3498,RAJ/P/2021/1611 (11/08/2021),View,
Jodhpur,KRISHNA VIHAR,GROUP HOUSING,SUNCITY BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3494,RAJ/P/2021/1652 (07/09/2021),View,
Udaipur,AKME PARADISE-IV,GROUP HOUSING,ARHAM DREAM HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3487,RAJ/P/2021/1625 (25/08/2021),View,
Jaipur,KEMLA NAGAR,PLOTTED,CHOTTI LAL MEENA,RAJ-RERA-APP-P-2021-3489,RAJ/P/2021/1620 (18/08/2021),View,
Jaipur,AANANDAM,PLOTTED,VANSHDEEP BUILDERS PROPRIETORPRADEEPKUMARTOLANI,RAJ-RERA-APP-P-2021-3491,RAJ/P/2021/1615 (14/08/2021),View,
Jaipur,GOVIND RESIDENCY,PLOTTED,RAMLAL YADAV,RAJ-RERA-APP-P-2021-3486,RAJ/P/2021/1640 (30/08/2021),View,
Sikar,KRISHNA VIHAR PHASE-2,PLOTTED,BALRAM SAINI,RAJ-RERA-APP-P-2021-3483,RAJ/P/2021/1612 (11/08/2021),View,
Jaipur,MANGLAM GARDEN CITY PHASE-1,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2021-3480,RAJ/P/2021/1621 (20/08/2021),View,
Jaipur,ADITI VILLA,PLOTTED,NANDKISHORE SHARMA,RAJ-RERA-APP-P-2021-3482,RAJ/P/2021/1635 (28/08/2021),View,
Sikar,MAHARAJA SURAJMAL NAGAR PHASE-9 AAWASIYA YOJNA,PLOTTED,MOHDJAFAR HUSAIN CHAUHAN,RAJ-RERA-APP-P-2021-3474,RAJ/P/2021/1609 (10/08/2021),View,
Alwar,APNA GHAR SHALIMAR PHASE-II BLOCK- A & B,PLOTTED,TREHAN INFRABUILD PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3473,RAJ/P/2021/1627 (25/08/2021),View,
Jaipur,GOKUL KRISHNAM RESIDENCY,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3468,RAJ/P/2021/1608 (07/08/2021),View,
Banswara,AKME SHREE MAHAVEER NAGAR,GROUP HOUSING,REGAL BIZHUB,RAJ-RERA-APP-P-2021-3467,RAJ/P/2021/1638 (29/08/2021),View,
Udaipur,KANAKSHREE,GROUP HOUSING,KANAKSHREE DEVELOPERS,RAJ-RERA-APP-P-2021-3464,RAJ/P/2021/1628 (25/08/2021),View,
Jaipur,Studio Apartment Sector-08 Phase-1 Pratap Nagar,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3454,RAJ/P/2021/1610 (11/08/2021),View,
Jaipur,RAMAA RESIDENCY,PLOTTED,KRISHNAA BALRAM RESIDENCY PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3438,RAJ/P/2021/1601 (28/07/2021),View,
Kota,DIYA PARK-1st,PLOTTED,CHANDRA SEN MEENA,RAJ-RERA-APP-P-2021-3437,RAJ/P/2021/1595 (24/07/2021),View,
Jaipur,RUKMANI NAGAR,PLOTTED,KAMAL KUMAR MEENA,RAJ-RERA-APP-P-2021-3436,RAJ/P/2021/1605 (05/08/2021),View,
Jaipur,PRIDE,GROUP HOUSING,A K Developers,RAJ-RERA-APP-P-2021-3434,RAJ/P/2021/1629 (25/08/2021),View,
Jodhpur,"HIG25,MIG-II42&MIG-I45 BARLI AWASIYA YOJANA Sector-6 Jodhpur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3425,RAJ/P/2021/1600 (28/07/2021),View,
Jaipur,JAGDAMBA APPARTMENT,GROUP HOUSING,JAGDAMBA PRIME CONSTRUCTION LLP,RAJ-RERA-APP-P-2021-3423,RAJ/P/2021/1626 (25/08/2021),View,
Sirohi,Manpura Awasiya Yojana Sector-4 Manpur Abu Road,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3420,RAJ/P/2021/1598 (24/07/2021),View,
Jaipur,SHREE GOVIND VILLA,PLOTTED,M/S FRIENDS URBAN HOUSING INC,RAJ-RERA-APP-P-2021-3412,RAJ/P/2021/1596 (24/07/2021),View,
Sri Ganganagar,SHREENATH VILLAS,PLOTTED,SKY HEIGHT REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3416,RAJ/P/2021/1603 (01/08/2021),View,
Kota,SHAGUN HEIGHTS,GROUP HOUSING,OWAIS CONSTRUCTION COMPANY PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3415,RAJ/P/2021/1597 (24/07/2021),View,
Jaipur,AROHA,GROUP HOUSING,VARDHAMAN ASSOCIATES,RAJ-RERA-APP-P-2021-3410,RAJ/P/2021/1606 (05/08/2021),View,
Jodhpur,CMJAY LORDI PANDIT JI PACKAGE-8 JODHPUR,GROUP HOUSING,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3411,RAJ/P/2021/1590 (20/07/2021),View,
Jaipur,SHANKAR VIHAR,PLOTTED,RAJENDRA SINGH,RAJ-RERA-APP-P-2021-3399,RAJ/P/2021/1602 (29/07/2021),View,
Bhilwara,ANUKAMPA ATULYAM,GROUP HOUSING,Triveni Enterprises,RAJ-RERA-APP-P-2021-3398,RAJ/P/2021/1592 (22/07/2021),View,
Jaipur,SOMYA SKY LEGEND,GROUP HOUSING,SOMYA BUILDCON LLP,RAJ-RERA-APP-P-2021-3388,RAJ/P/2021/1593 (22/07/2021),View,
Jaipur,Rainbow Phase-IV,GROUP HOUSING,REGALIA BUILDERS,RAJ-RERA-APP-P-2021-3394,RAJ/P/2021/1588 (17/07/2021),View,
Bharatpur,MAJOR GOVIND SINGH ENCLAVE,PLOTTED,JAGAT SINGH,RAJ-RERA-APP-P-2021-3372,RAJ/P/2021/1582 (15/07/2021),View,
Jaipur,THE ROYAL CITY EXTENSION,PLOTTED,GOKULKRIPA BUILDTECH PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3379,RAJ/P/2021/1585 (15/07/2021),View,
Jaipur,RIYASAT VATIKA,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3358,RAJ/P/2021/1584 (15/07/2021),View,
Jaipur,NAVEEN ANAND LOK WARE HOUSING SCHEME,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3364,RAJ/P/2021/1586 (16/07/2021),View,
Alwar,Const. of HIG 09No. Houses For B.E. at Aravali Vihar Bhiwadi,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3350,RAJ/P/2021/1599 (24/07/2021),View,
Jaipur,"Mukhya Mantri Jan Awas Yojana Sec-8,Chetak Marg,Pratap Nagar",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3300,RAJ/P/2021/1589 (17/07/2021),View,
Jaipur,RADHA RANI VIHAR,PLOTTED,RADHA RANI BUILDESTATE PVT LTD,RAJ-RERA-APP-P-2021-3298,RAJ/P/2021/1591 (20/07/2021),View,
Jaipur,PRITHVI ENCLAVE,PLOTTED,HARI NARAYAN GURJAR,RAJ-RERA-APP-P-2021-3296,RAJ/P/2021/1604 (02/08/2021),View,
Jaipur,GOKUL AURA-A,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3270,RAJ/P/2021/1580 (10/07/2021),View,
Jaipur,Comm. Belt 'B’ Convenient Shop-G-V.T. Road Mansarovar Jaipur,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-3269,RAJ/P/2021/1581 (14/07/2021),View,
Jaipur,THE PARK ROYAL,PLOTTED,Roylux Landshapers LLP,RAJ-RERA-APP-P-2021-3265,RAJ/P/2021/1578 (08/07/2021),View,
